"公開申購公告-抽籤日程表"
"序號","抽籤日期","證券名稱","證券代號","發行市場","申購開始日","申購結束日","承銷股數","實際承銷股數","承銷價(元)","實際承銷價(元)","撥券日期(上市、上櫃日期)","主辦券商","申購股數","總承銷金額(元)","總合格件","中籤率(%)","取消公開抽籤",
"163","107/03/28","致和證券","5864","初上櫃","107/03/22","107/03/26","3,500,000","3,500,000","9.06","9.06","107/04/02","統一","2,000","31,710,000","32,956","5.31","",
"164","107/03/27","湧德","3689","上櫃增資","107/03/21","107/03/23","340,000","340,000","45","45","107/04/03","統一","1,000","15,300,000","1,389","24.47","",
"165","107/03/27","盛弘","8403","上櫃增資","107/03/21","107/03/23","1,344,000","1,344,000","30","30","107/04/03","日盛","1,000","40,320,000","77,127","1.74","",
"166","107/03/26","VHQ-KY","4803","第一上櫃公司現金增資","107/03/20","107/03/22","444,000","444,000","141.78","141.78","107/04/02","永豐金","1,000","62,950,320","72,694","0.61","",
"167","107/03/22","益得","6461","初上櫃","107/03/16","107/03/20","2,700,000","2,700,000","34.8","34.8","107/03/28","元富","1,000","93,960,000","156,630","1.72","",
"168","107/03/22","綠電再生","8440","初上櫃","107/03/16","107/03/20","1,124,000","1,124,000","15.68","15.68","107/03/28","凱基","1,000","17,624,320","187,988","0.59","",
"169","107/03/19","聯廣","8497","初上市","107/03/13","107/03/15","2,047,000","2,047,000","46","46","107/03/23","國泰","1,000","94,162,000","158,175","1.29","",
"170","107/03/16","濱川","1569","上櫃增資","107/03/12","107/03/14","850,000","850,000","35","35","107/03/26","富邦","1,000","29,750,000","13,473","6.3","",
"171","107/03/14","華星光","4979","上櫃增資","107/03/08","107/03/12","900,000","900,000","27.5","27.5","107/03/22","永豐金","1,000","24,750,000","27,572","3.26","",
"172","107/03/13","富邦金乙特","2881B","上市增資","107/03/07","107/03/09","56,667,000","56,667,000","60","60","107/04/23","元大","1,000","3,400,020,000","11,874","100","",
"173","107/03/12","嘉聯益","6153","上市增資","107/03/06","107/03/08","6,532,000","6,532,000","38","38","107/03/20","台新","1,000","248,216,000","1,623","100","",
"174","107/03/08",="07央債甲03",="07103D","中央登錄公債","107/02/27","107/03/06","750,000","750,000","98.109","98.109","107/03/13","中華郵政公司","10,000","73,581,750","0","0","",
"175","107/03/08",="07央債甲03",="07103B","中央登錄公債","107/02/27","107/03/06","150,000","150,000","98.109","98.109","107/03/13","中華郵政公司","2,000","14,716,350","0","0","",
"176","107/03/08",="07央債甲03",="07103O","中央登錄公債","107/02/27","107/03/06","1,125,000","1,125,000","98.109","98.109","107/03/13","中華郵政公司","15,000","110,372,625","0","0","",
"177","107/03/08",="07央債甲03",="07103A","中央登錄公債","107/02/27","107/03/06","100,000","100,000","98.109","98.109","107/03/13","中華郵政公司","1,000","9,810,900","0","0","",
"178","107/03/08",="07央債甲03",="07103C","中央登錄公債","107/02/27","107/03/06","375,000","375,000","98.109","98.109","107/03/13","中華郵政公司","5,000","36,790,875","0","0","",
"179","107/03/06","能緹","3512","上櫃增資","107/02/27","107/03/02","1,080,000","1,080,000","29","29","107/03/14","台新","1,000","31,320,000","94,211","1.14","",
"180","107/03/06","新潤","6186","上櫃增資","107/02/27","107/03/02","2,550,000","2,550,000","12.5","12.5","107/03/14","富邦","1,000","31,875,000","55,381","4.6","",
"181","107/03/06","弘憶","3312","上市增資","107/02/27","107/03/02","850,000","850,000","7","7","107/04/10","合庫","1,000","5,950,000","10,508","8.08","",
"182","107/03/05","昇達科技","3491","上櫃增資","107/02/26","107/03/01","383,000","383,000","68","68","107/03/13","富邦","1,000","26,044,000","51,887","0.73","",
"183","107/02/27","台境","8476","上櫃增資","107/02/21","107/02/23","425,000","425,000","32.5","32.5","107/03/08","兆豐","1,000","13,812,500","36,938","1.15","",
"184","107/02/12","亞航","2630","初上市","107/02/06","107/02/08","2,544,000","2,544,000","22","22","107/02/22","台新","1,000","55,968,000","163,089","1.55","",
"185","107/02/05",="07央債甲02",="07102A","中央登錄公債","107/01/26","107/02/01","154,000","154,000","99.349","99.349","107/02/08","中華郵政公司","1,000","15,299,746","0","0","",
"186","107/02/05",="07央債甲02",="07102D","中央登錄公債","107/01/26","107/02/01","1,380,000","1,380,000","99.349","99.349","107/02/08","中華郵政公司","10,000","137,101,620","0","0","",
"187","107/02/05",="07央債甲02",="07102C","中央登錄公債","107/01/26","107/02/01","690,000","690,000","99.349","99.349","107/02/08","中華郵政公司","5,000","68,550,810","0","0","",
"188","107/02/05",="07央債甲02",="07102B","中央登錄公債","107/01/26","107/02/01","276,000","276,000","99.349","99.349","107/02/08","中華郵政公司","2,000","27,420,324","0","0","",
"189","107/02/02","鎧勝-KY","5264","第一上市公司現金增資","107/01/29","107/01/31","6,800,000","6,800,000","92","92","107/02/12","凱基","1,000","625,600,000","153,953","4.41","",
"190","107/02/01","必應","6625","初上市","107/01/26","107/01/30","620,000","620,000","65","65","107/02/07","台新","1,000","40,300,000","139,033","0.44","",
"191","107/02/01","泰山","1218","上市增資","107/01/26","107/01/30","12,467,000","12,467,000","16.3","16.3","107/02/09","元大","1,000","203,212,100","8,039","100","",
"192","107/01/30","時碩工業","4566","初上市","107/01/24","107/01/26","1,785,000","1,785,000","60","60","107/02/05","凱基","1,000","107,100,000","169,138","1.05","",
"193","107/01/29","安集","6477","上市增資","107/01/23","107/01/25","1,020,000","1,020,000","20","20","107/02/06","國泰","1,000","20,400,000","66,755","1.52","",
"194","107/01/24","鋼聯","6581","初上市","107/01/18","107/01/22","1,925,000","1,925,000","86","86","107/01/30","康和","1,000","165,550,000","187,476","1.02","",
"195","107/01/17","創威","6530","初上櫃","107/01/11","107/01/15","338,000","2,028,000","16","15.5","107/01/23","宏遠","1,000","31,434,000","110,391","1.83","",
"196","107/01/17","迅得","6438","上櫃增資","107/01/11","107/01/15","425,000","425,000","70","70","107/01/25","台新","1,000","29,750,000","56,588","0.75","",
"197","107/01/17","寶齡富錦","1760","初上市","107/01/11","107/01/15","2,148,000","2,148,000","52","52","107/01/23","凱基","1,000","111,696,000","148,019","1.45","",
"198","107/01/17","杰力","5299","初上櫃","107/01/11","107/01/15","1,059,000","1,059,000","50.01","50.01","107/01/23","永豐金","1,000","52,960,590","155,696","0.68","",
"199","107/01/16","慧智","6615","初上櫃","107/01/10","107/01/12","522,000","522,000","72","72","107/01/22","元富","1,000","37,584,000","127,462","0.4","",
"200","107/01/16","金穎","1796","初上櫃","107/01/10","107/01/12","522,000","522,000","34.8","34.8","107/01/22","富邦","1,000","18,165,600","156,769","0.33","",
"201","107/01/11","三顧","3224","上櫃增資","107/01/05","107/01/09","1,190,000","1,190,000","36","36","107/01/19","第一金","1,000","42,840,000","126,116","0.94","",
"202","107/01/10","貿聯-KY","3665","第一上市公司現金增資","107/01/04","107/01/08","255,000","255,000","210","210","107/01/18","元大","1,000","53,550,000","104,255","0.24","",
"203","107/01/09",="07央債甲01",="07101D","中央登錄公債","106/12/29","107/01/05","1,380,000","1,380,000","99.692","99.692","107/01/12","中華郵政公司","10,000","137,574,960","0","0","",
"204","107/01/09",="07央債甲01",="07101A","中央登錄公債","106/12/29","107/01/05","154,000","154,000","99.692","99.692","107/01/12","中華郵政公司","1,000","15,352,568","0","0","",
"205","107/01/09",="07央債甲01",="07101C","中央登錄公債","106/12/29","107/01/05","690,000","690,000","99.692","99.692","107/01/12","中華郵政公司","5,000","68,787,480","0","0","",
"206","107/01/09",="07央債甲01",="07101B","中央登錄公債","106/12/29","107/01/05","276,000","276,000","99.692","99.692","107/01/12","中華郵政公司","2,000","27,514,992","0","0","",
"207","107/01/05","凱羿-KY","2939","第一上市公司初上市","106/12/29","107/01/03","1,124,000","1,124,000","156","156","107/01/11","永豐金","1,000","175,344,000","149,653","0.75","",
"208","107/01/04","特昇-KY","6616","第一上櫃公司初上櫃","106/12/28","107/01/02","708,000","708,000","18","18","107/01/10","永豐金","1,000","12,744,000","55,993","1.26","",
"說明:"
"以上電腦抽籤時間係以主辦券商函報之承銷公告為準，日期如有變動不另行通知。"
"依據中華民國證券商業同業公會99年2月23日公告修正之「證券商承銷或再行銷售有價證券處理辦法」規定，中籤人應負擔中籤通知郵寄工本費(50元)，於中籤認購價款繳存截止日時，一併繳存。"
"「公開申購統計彙總表」即時更新。"
"投資人查詢「公開申購統計彙總表」某公司資料未出現時，請自行由報章、資訊公司之即時新聞、證券商或各主辦承銷商處洽詢。"

