"公開申購公告-抽籤日程表"
"序號","抽籤日期","證券名稱","證券代號","發行市場","申購開始日","申購結束日","承銷股數","實際承銷股數","承銷價(元)","實際承銷價(元)","撥券日期(上市、上櫃日期)","主辦券商","申購股數","總承銷金額(元)","總合格件","中籤率(%)","取消公開抽籤",
"35","106/11/17","元晶","6443","上市增資","106/11/13","106/11/15","4,500,000","4,500,000","10.5","10.5","106/11/27","元大","1,000","47,250,000","82,124","5.47","",
"36","106/11/07",="06央債甲09",="06109G","中央登錄公債","106/10/30","106/11/03","690,000","690,000","100.055","100.055","106/11/10","中華郵政公司","5,000","69,037,950","0","0","",
"37","106/11/07",="06央債甲09",="06109F","中央登錄公債","106/10/30","106/11/03","276,000","276,000","100.055","100.055","106/11/10","中華郵政公司","2,000","27,615,180","0","0","",
"38","106/11/07",="06央債甲09",="06109E","中央登錄公債","106/10/30","106/11/03","154,000","154,000","100.055","100.055","106/11/10","中華郵政公司","1,000","15,408,470","0","0","",
"39","106/11/07",="06央債甲09",="06109H","中央登錄公債","106/10/30","106/11/03","1,380,000","1,380,000","100.055","100.055","106/11/10","中華郵政公司","10,000","138,075,900","0","0","",
"40","106/10/31","慧洋-KY","2637","第一上市公司現金增資","106/10/25","106/10/27","2,720,000","2,720,000","23.5","23.5","106/11/08","永豐金","1,000","63,920,000","108,274","2.51","",
"41","106/10/30","台灣銘板","6593","初上櫃","106/10/24","106/10/26","401,000","401,000","30","30","106/11/03","台新","1,000","12,030,000","108,363","0.37","",
"42","106/10/25","勝品","6556","初上櫃","106/10/19","106/10/23","460,000","460,000","29.7","29.7","106/10/31","凱基","1,000","13,662,000","148,847","0.3","",
"43","106/10/20","泰福-KY","6541","第一上市公司初上市","106/10/16","106/10/18","2,070,000","4,140,000","80","72","106/10/26","元富","1,000","298,080,000","53,170","7.78","",
"44","106/10/19","川寶","1595","上櫃增資","106/10/13","106/10/17","510,000","510,000","59.8","59.8","106/10/27","群益金鼎","1,000","30,498,000","63,725","0.8","",
"45","106/10/19","聯邦銀甲特","2838A","上市增資","106/10/13","106/10/17","17,000,000","17,000,000","50","50","106/12/01","元大","1,000","850,000,000","19,844","85.66","",
"46","106/10/18","廷鑫","2358","上市增資","106/10/12","106/10/16","2,550,000","2,550,000","17","17","106/10/26","富邦","1,000","43,350,000","37,937","6.72","",
"47","106/10/13",="06央債甲10",="06110D","中央登錄公債","106/10/02","106/10/11","1,380,000","1,380,000","99.535","99.535","106/10/18","中華郵政公司","10,000","137,358,300","0","0","",
"48","106/10/13",="06央債甲10",="06110C","中央登錄公債","106/10/02","106/10/11","690,000","690,000","99.535","99.535","106/10/18","中華郵政公司","5,000","68,679,150","0","0","",
"49","106/10/13",="06央債甲10",="06110A","中央登錄公債","106/10/02","106/10/11","154,000","154,000","99.535","99.535","106/10/18","中華郵政公司","1,000","15,328,390","0","0","",
"50","106/10/13",="06央債甲10",="06110B","中央登錄公債","106/10/02","106/10/11","276,000","276,000","99.535","99.535","106/10/18","中華郵政公司","2,000","27,471,660","0","0","",
"51","106/10/12","奇力新","2456","上市增資","106/10/03","106/10/06","2,125,000","2,125,000","69.4","69.4","106/10/20","凱基","1,000","147,475,000","181,703","1.16","",
"52","106/10/11","統新光訊","6426","上櫃增資","106/10/02","106/10/05","104,000","104,000","80","80","106/10/19","台新","1,000","8,320,000","98,335","0.1","",
"53","106/10/02","聯合骨科","4129","上櫃增資","106/09/27","106/09/29","680,000","680,000","48","48","106/10/13","富邦","1,000","32,640,000","160,782","0.42","",
"54","106/09/22","磐儀","3594","上櫃增資","106/09/18","106/09/20","425,000","425,000","24.6","24.6","106/09/30","永豐金","1,000","10,455,000","90,798","0.46","",
"55","106/09/21","漢來美食","1268","初上櫃","106/09/15","106/09/19","585,000","585,000","150","150","106/09/27","凱基","1,000","87,750,000","112,470","0.52","",
"56","106/09/21","宏旭-KY","2243","第一上市公司初上市","106/09/15","106/09/19","832,000","832,000","33","33","106/09/27","富邦","1,000","27,456,000","67,124","1.23","",
"57","106/09/21","廣錠","6441","初上櫃","106/09/15","106/09/19","583,000","583,000","50","50","106/09/27","富邦","1,000","29,150,000","130,832","0.44","",
"58","106/09/20","泓瀚科技","4741","初上櫃","106/09/14","106/09/18","657,000","657,000","55.2","55.2","106/09/26","國泰","1,000","36,266,400","142,949","0.45","",
"59","106/09/20","虹揚-KY","6573","第一上市公司初上市","106/09/14","106/09/18","1,275,000","1,275,000","33.6","33.6","106/09/26","康和","1,000","42,840,000","81,685","1.56","",
"60","106/09/15",="06央債甲09",="06109B","中央登錄公債","106/09/07","106/09/13","276,000","276,000","99.915","99.915","106/09/20","中華郵政公司","2,000","27,576,540","0","0","",
"61","106/09/15",="06央債甲09",="06109D","中央登錄公債","106/09/07","106/09/13","1,380,000","1,380,000","99.915","99.915","106/09/20","中華郵政公司","10,000","137,882,700","0","0","",
"62","106/09/15",="06央債甲09",="06109C","中央登錄公債","106/09/07","106/09/13","690,000","690,000","99.915","99.915","106/09/20","中華郵政公司","5,000","68,941,350","0","0","",
"63","106/09/15","泰鼎-KY","4927","第一上市公司現金增資","106/09/11","106/09/13","1,613,000","1,613,000","19.5","19.5","106/09/25","凱基","1,000","31,453,500","107,281","1.5","",
"64","106/09/15",="06央債甲09",="06109A","中央登錄公債","106/09/07","106/09/13","154,000","154,000","99.915","99.915","106/09/20","中華郵政公司","1,000","15,386,910","0","0","",
"65","106/09/14","金居開發","8358","上櫃增資","106/09/08","106/09/12","3,570,000","3,570,000","47.8","47.8","106/09/22","富邦","1,000","170,646,000","137,777","2.59","",
"66","106/09/12","誠創","3536","上市增資","106/09/06","106/09/08","850,000","850,000","16.8","16.8","106/09/20","元大","1,000","14,280,000","74,389","1.14","",
"67","106/09/07","研勤","3632","上櫃增資","106/09/01","106/09/05","1,530,000","1,530,000","11","11","106/09/15","富邦","1,000","16,830,000","94,830","1.61","",
"68","106/08/29","佳凌","4976","上市增資","106/08/23","106/08/25","850,000","850,000","30","30","106/09/06","福邦","1,000","25,500,000","177,786","0.47","",
"69","106/08/29","霈方","6574","初上櫃","106/08/23","106/08/25","338,000","338,000","128","128","106/09/04","永豐金","1,000","43,264,000","68,483","0.49","",
"70","106/08/25","台灣精星","8183","上櫃增資","106/08/21","106/08/23","782,000","782,000","18.5","18.5","106/09/04","宏遠","1,000","14,467,000","84,500","0.92","",
"71","106/08/24","家登","3680","上櫃增資","106/08/18","106/08/22","413,000","413,000","32","32","106/09/01","合庫","1,000","13,216,000","1,204","34.3","",
"72","106/08/22","矽瑪","3511","上櫃增資","106/08/16","106/08/18","476,000","476,000","15","15","106/08/30","福邦","1,000","7,140,000","31,410","1.51","",
"73","106/08/15","研揚","6579","初上市","106/08/09","106/08/11","1,836,000","1,836,000","88","88","106/08/21","元大","1,000","161,568,000","183,450","1","",
"74","106/08/15",="06央債甲08",="06108D","中央登錄公債","106/08/07","106/08/11","1,380,000","1,380,000","98.452","98.452","106/08/18","中華郵政公司","10,000","135,863,760","0","0","",
"75","106/08/15",="06央債甲08",="06108B","中央登錄公債","106/08/07","106/08/11","276,000","276,000","98.452","98.452","106/08/18","中華郵政公司","2,000","27,172,752","0","0","",
"76","106/08/15",="06央債甲08",="06108A","中央登錄公債","106/08/07","106/08/11","154,000","154,000","98.452","98.452","106/08/18","中華郵政公司","1,000","15,161,608","0","0","",
"77","106/08/15",="06央債甲08",="06108C","中央登錄公債","106/08/07","106/08/11","690,000","690,000","98.452","98.452","106/08/18","中華郵政公司","5,000","67,931,880","0","0","",
"78","106/08/15","穎漢","4562","初上市","106/08/09","106/08/11","1,351,000","1,351,000","40","40","106/08/21","台新","1,000","54,040,000","143,482","0.94","",
"79","106/08/14","榮成","1909","上市增資","106/08/08","106/08/10","2,040,000","2,040,000","33.5","33.5","106/08/22","第一金","1,000","68,340,000","156,457","1.3","",
"80","106/08/11","志豐","3206","上櫃增資","106/08/07","106/08/09","510,000","510,000","17","17","106/08/21","玉山","1,000","8,670,000","79,964","0.63","",
"81","106/08/10","漢磊","3707","上櫃增資","106/08/04","106/08/08","4,250,000","4,250,000","11.85","11.85","106/08/18","凱基","2,000","50,362,500","151,051","1.4","",
"82","106/08/09","亞德客-KY","1590","上市增資","106/08/03","106/08/07","850,000","850,000","300","300","106/08/17","富邦","1,000","255,000,000","135,182","0.62","",
"83","106/08/04","鈦昇","8027","上櫃增資","106/07/31","106/08/02","850,000","850,000","28","28","106/08/14","合庫","1,000","23,800,000","26,456","3.21","",
"84","106/08/01","鮮活-KY","1256","上市增資","106/07/26","106/07/28","306,000","306,000","112","112","106/08/09","富蘭德林證券股份有限公司","1,000","34,272,000","90,137","0.33","",
"85","106/07/31","得力","1464","上市增資","106/07/25","106/07/27","3,655,000","3,655,000","25.5","25.5","106/08/08","元富","1,000","93,202,500","136,917","2.66","",
"86","106/07/24",="06央債甲07",="06107B","中央登錄公債","106/07/14","106/07/20","222,000","222,000","99.996","99.996","106/07/27","中華郵政公司","2,000","22,199,112","0","0","",
"87","106/07/24",="06央債甲07",="06107D","中央登錄公債","106/07/14","106/07/20","1,110,000","1,110,000","99.996","99.996","106/07/27","中華郵政公司","10,000","110,995,560","0","0","",
"88","106/07/24",="06央債甲07",="06107A","中央登錄公債","106/07/14","106/07/20","113,000","113,000","99.996","99.996","106/07/27","中華郵政公司","1,000","11,299,548","0","0","",
"89","106/07/24",="06央債甲07",="06107C","中央登錄公債","106/07/14","106/07/20","555,000","555,000","99.996","99.996","106/07/27","中華郵政公司","5,000","55,497,780","0","0","",
"90","106/07/14",="06央債甲05",="06105F","中央登錄公債","106/07/06","106/07/12","276,000","276,000","100.029","100.029","106/07/19","中華郵政公司","2,000","27,608,004","0","0","",
"91","106/07/14",="06央債甲05",="06105H","中央登錄公債","106/07/06","106/07/12","1,380,000","1,380,000","100.029","100.029","106/07/19","中華郵政公司","10,000","138,040,020","0","0","",
"92","106/07/14",="06央債甲05",="06105G","中央登錄公債","106/07/06","106/07/12","690,000","690,000","100.029","100.029","106/07/19","中華郵政公司","5,000","69,020,010","0","0","",
"93","106/07/14","三商壽","2867","上市增資","106/07/10","106/07/12","9,000,000","9,000,000","13.3","13.3","106/07/24","國泰","1,000","119,700,000","131,041","6.86","",
"94","106/07/14",="06央債甲05",="06105E","中央登錄公債","106/07/06","106/07/12","154,000","154,000","100.029","100.029","106/07/19","中華郵政公司","1,000","15,404,466","0","0","",
"95","106/07/12","茂迪","6244","上櫃增資","106/07/06","106/07/10","4,250,000","4,250,000","24","24","106/07/20","凱基","1,000","102,000,000","14,788","28.73","",
"96","106/06/20","日成-KY","4807","第一上市公司初上市","106/06/14","106/06/16","763,000","763,000","66","66","106/06/26","永豐金","1,000","50,358,000","65,946","1.15","",
"97","106/06/14","如興","4414","上市增資","106/06/08","106/06/12","62,700,000","62,700,000","18.6","18.6","106/06/22","富邦","5,000","1,166,220,000","57,195","21.92","",
"98","106/06/13",="06央債甲04",="06104K","中央登錄公債","106/06/05","106/06/09","154,000","154,000","101.341","101.341","106/06/16","中華郵政公司","1,000","15,606,514","0","0","",
"99","106/06/13",="06央債甲04",="06104M","中央登錄公債","106/06/05","106/06/09","690,000","690,000","101.341","101.341","106/06/16","中華郵政公司","5,000","69,925,290","0","0","",
"100","106/06/13",="06央債甲04",="06104L","中央登錄公債","106/06/05","106/06/09","276,000","276,000","101.341","101.341","106/06/16","中華郵政公司","2,000","27,970,116","0","0","",
"101","106/06/13",="06央債甲04",="06104N","中央登錄公債","106/06/05","106/06/09","1,380,000","1,380,000","101.341","101.341","106/06/16","中華郵政公司","10,000","139,850,580","0","0","",
"102","106/06/08","申豐","6582","初上市","106/06/03","106/06/06","1,785,000","1,785,000","68","68","106/06/14","凱基","1,000","121,380,000","180,452","0.98","",
"103","106/06/03","集雅社","2937","初上櫃","106/05/26","106/06/01","486,000","486,000","25.16","25.16","106/06/08","第一金","1,000","12,227,760","116,285","0.41","",
"104","106/06/03","全宇生技-KY","4148","第一上市公司初上市","106/05/26","106/06/01","1,280,000","1,280,000","55","55","106/06/08","永豐金","1,000","70,400,000","90,201","1.41","",
"105","106/05/31","商店街","4965","上櫃增資","106/05/23","106/05/25","425,000","425,000","57.3","57.3","106/06/07","日盛","1,000","24,352,500","24,037","1.76","",
"106","106/05/24","亞獅康-KY","6497","第一上櫃公司初上櫃","106/05/18","106/05/22","2,602,000","2,602,000","68.92","68.92","106/06/01","凱基","1,000","179,329,840","76,377","3.4","",
"107","106/05/23",="06央債甲06",="06106A","中央登錄公債","106/05/15","106/05/19","154,000","154,000","98.936","98.936","106/05/26","中華郵政公司","1,000","15,236,144","0","0","",
"108","106/05/23",="06央債甲06",="06106D","中央登錄公債","106/05/15","106/05/19","1,380,000","1,380,000","98.936","98.936","106/05/26","中華郵政公司","10,000","136,531,680","0","0","",
"109","106/05/23",="06央債甲06",="06106B","中央登錄公債","106/05/15","106/05/19","276,000","276,000","98.936","98.936","106/05/26","中華郵政公司","2,000","27,306,336","0","0","",
"110","106/05/23",="06央債甲06",="06106C","中央登錄公債","106/05/15","106/05/19","690,000","690,000","98.936","98.936","106/05/26","中華郵政公司","5,000","68,265,840","0","0","",
"111","106/05/22","強信-KY","4560","第一上市公司初上市","106/05/16","106/05/18","653,000","3,918,000","38","34.5","106/05/26","富邦","1,000","135,171,000","152,058","2.57","",
"112","106/05/16","益航","2601","上市增資","106/05/10","106/05/12","22,100,000","22,100,000","7.6","7.6","106/05/24","台新","2,000","167,960,000","32,189","34.32","",
"113","106/05/15","亞通","6179","上櫃增資","106/05/09","106/05/11","1,020,000","1,020,000","45","45","106/05/23","群益金鼎","1,000","45,900,000","64,850","1.57","",
"114","106/05/09",="06央債甲04",="06104F","中央登錄公債","106/04/28","106/05/05","276,000","276,000","100.092","100.092","106/05/12","中華郵政公司","2,000","27,625,392","0","0","",
"115","106/05/09",="06央債甲04",="06104H","中央登錄公債","106/04/28","106/05/05","1,380,000","1,380,000","100.092","100.092","106/05/12","中華郵政公司","10,000","138,126,960","0","0","",
"116","106/05/09",="06央債甲04",="06104G","中央登錄公債","106/04/28","106/05/05","690,000","690,000","100.092","100.092","106/05/12","中華郵政公司","5,000","69,063,480","0","0","",
"117","106/05/09",="06央債甲04",="06104E","中央登錄公債","106/04/28","106/05/05","154,000","154,000","100.092","100.092","106/05/12","中華郵政公司","1,000","15,414,168","0","0","",
"118","106/05/02","玉山金","2884","上市增資","106/04/25","106/04/27","59,750,000","59,750,000","15","15","106/05/10","福邦","2,000","896,250,000","295,945","10.09","",
"119","106/04/28","王道","2897","初上市","106/04/24","106/04/26","4,000,000","4,000,000","7","7","106/05/05","元富","5,000","28,000,000","173,166","0.46","",
"120","106/04/24","展匯科","6594","初上櫃","106/04/18","106/04/20","196,000","1,176,000","24","21","106/04/28","福邦","1,000","24,696,000","81,290","1.44","",
"121","106/04/24","大學光","3218","上櫃增資","106/04/18","106/04/20","850,000","850,000","22","22","106/05/03","福邦","1,000","18,700,000","73,300","1.15","",
"122","106/04/21","三貝德","8489","初上櫃","106/04/17","106/04/19","425,000","425,000","85","85","106/04/27","凱基","1,000","36,125,000","201,912","0.21","",
"123","106/04/20","中視","9928","上市增資","106/04/14","106/04/18","7,600,000","7,600,000","6.2","6.2","106/04/28","福邦","2,000","47,120,000","21,838","17.4","",
"124","106/04/19","迅得","6438","初上櫃","106/04/13","106/04/17","1,122,000","1,122,000","42","42","106/04/25","台新","1,000","47,124,000","174,621","0.64","",
"125","106/04/18",="06央債甲05",="06105A","中央登錄公債","106/04/10","106/04/14","154,000","154,000","99.907","99.907","106/04/21","中華郵政公司","1,000","15,385,678","0","0","",
"126","106/04/18","生華科","6492","初上櫃","106/04/12","106/04/14","1,530,000","1,530,000","162","162","106/04/24","永豐金","1,000","247,860,000","91,154","1.67","",
"127","106/04/18",="06央債甲05",="06105D","中央登錄公債","106/04/10","106/04/14","1,380,000","1,380,000","99.907","99.907","106/04/21","中華郵政公司","10,000","137,871,660","0","0","",
"128","106/04/18",="06央債甲05",="06105C","中央登錄公債","106/04/10","106/04/14","690,000","690,000","99.907","99.907","106/04/21","中華郵政公司","5,000","68,935,830","0","0","",
"129","106/04/18",="06央債甲05",="06105B","中央登錄公債","106/04/10","106/04/14","276,000","276,000","99.907","99.907","106/04/21","中華郵政公司","2,000","27,574,332","0","0","",
"130","106/04/17","高技","5439","上櫃增資","106/04/11","106/04/13","680,000","680,000","27.5","27.5","106/04/25","凱基","1,000","18,700,000","89,507","0.75","",
"131","106/04/17","世豐螺絲","2065","初上櫃","106/04/11","106/04/13","507,000","507,000","32.2","32.2","106/04/21","富邦","1,000","16,325,400","188,685","0.26","",
"132","106/04/13","保瑞","6472","初上櫃","106/04/07","106/04/11","529,000","529,000","32.5","32.5","106/04/19","台新","1,000","17,192,500","262,308","0.2","",
"133","106/03/27","頂晶科","3562","上櫃增資","106/03/21","106/03/23","3,825,000","3,825,000","10","10","106/04/06","第一金","1,000","38,250,000","68,297","5.6","",
"134","106/03/23","美桀","5255","上櫃增資","106/03/17","106/03/21","425,000","425,000","28.5","28.5","106/03/31","凱基","1,000","12,112,500","127,743","0.33","",
"135","106/03/23","日月光","2311","上市增資","106/03/17","106/03/21","28,500,000","28,500,000","34.3","34.3","106/03/31","凱基","1,000","977,550,000","202,969","14.04","",
"136","106/03/22","台境","8476","初上櫃","106/03/16","106/03/20","248,000","1,488,000","42","40","106/03/28","宏遠","1,000","59,520,000","199,086","0.74","",
"137","106/03/22","杏一","4175","上櫃增資","106/03/16","106/03/20","270,000","270,000","66.67","66.67","106/03/30","國泰","1,000","18,000,900","100,062","0.26","",
"138","106/03/22","長華科","6548","上櫃增資","106/03/16","106/03/20","468,000","468,000","245","245","106/03/30","凱基","1,000","114,660,000","139,227","0.33","",
"139","106/03/21","金麗科","3228","上櫃增資","106/03/15","106/03/17","475,000","475,000","14.9","14.9","106/03/29","永豐金","1,000","7,077,500","11,632","4.08","",
"140","106/03/17","和大","1536","上市增資","106/03/13","106/03/15","1,700,000","1,700,000","105","105","106/03/27","玉山","1,000","178,500,000","188,488","0.9","",
"141","106/03/16","高雄銀","2836","上市增資","106/03/10","106/03/14","16,200,000","16,200,000","10","10","106/03/24","統一","3,000","162,000,000","884","100","",
"142","106/03/16","正德海運","2641","上櫃增資","106/03/10","106/03/14","2,850,000","2,850,000","8","8","106/03/24","大眾","3,000","22,800,000","3,577","26.55","",
"143","106/03/15","勁豐","6577","初上櫃","106/03/09","106/03/13","1,188,000","1,188,000","52.8","52.8","106/03/21","群益金鼎","1,000","62,726,400","232,600","0.51","",
"144","106/03/08","晶心科","6533","初上市","106/03/02","106/03/06","624,000","624,000","65.1","65.1","106/03/14","宏遠","1,000","40,622,400","272,099","0.22","",
"145","106/03/03","福永生技","4183","初上櫃","106/02/23","106/03/01","255,000","1,530,000","21","19","106/03/09","大慶","1,000","29,070,000","192,701","0.79","",
"146","106/03/02","萬國通","9950","上櫃增資","106/02/22","106/02/24","2,705,000","2,705,000","14","14","106/03/10","福邦","1,000","37,870,000","19,815","13.65","",
"147","106/03/01","飛宏","2457","上市增資","106/02/21","106/02/23","5,100,000","5,100,000","10.2","10.2","106/03/09","凱基","1,000","52,020,000","50,916","10.01","",
"148","106/02/22",="06央債甲04",="06104C","中央登錄公債","106/02/15","106/02/20","830,000","830,000","99.915","99.915","106/03/01","中華郵政公司","5,000","82,929,450","0","0","",
"149","106/02/22",="06央債甲04",="06104A","中央登錄公債","106/02/15","106/02/20","178,000","178,000","99.915","99.915","106/03/01","中華郵政公司","1,000","17,784,870","0","0","",
"150","106/02/22",="06央債甲04",="06104B","中央登錄公債","106/02/15","106/02/20","332,000","332,000","99.915","99.915","106/03/01","中華郵政公司","2,000","33,171,780","0","0","",
"151","106/02/22","智晶光電","5245","上櫃增資","106/02/17","106/02/20","255,000","255,000","102","102","106/03/06","台新","1,000","26,010,000","63,547","0.4","",
"152","106/02/22",="06央債甲04",="06104D","中央登錄公債","106/02/15","106/02/20","1,660,000","1,660,000","99.915","99.915","106/03/01","中華郵政公司","10,000","165,858,900","0","0","",
"153","106/02/20","政伸","8481","初上市","106/02/15","106/02/17","517,000","3,102,000","40","38","106/02/24","第一金","1,000","117,876,000","167,252","1.85","",
"154","106/02/17","君耀KY","6422","上市增資","106/02/13","106/02/15","255,000","255,000","53","53","106/02/24","兆豐","1,000","13,515,000","109,827","0.23","",
"155","106/02/16","昱晶","3514","上市增資","106/02/10","106/02/14","5,950,000","5,950,000","17.2","17.2","106/02/23","凱基","1,000","102,340,000","84,979","7","",
"156","106/02/16",="06央債甲03",="06103A","中央登錄公債","106/02/08","106/02/14","154,000","154,000","99.2","99.2","106/02/20","中華郵政公司","1,000","15,276,800","0","0","",
"157","106/02/16",="06央債甲03",="06103B","中央登錄公債","106/02/08","106/02/14","276,000","276,000","99.2","99.2","106/02/20","中華郵政公司","2,000","27,379,200","0","0","",
"158","106/02/16",="06央債甲03",="06103D","中央登錄公債","106/02/08","106/02/14","1,380,000","1,380,000","99.2","99.2","106/02/20","中華郵政公司","10,000","136,896,000","0","0","",
"159","106/02/16",="06央債甲03",="06103C","中央登錄公債","106/02/08","106/02/14","690,000","690,000","99.2","99.2","106/02/20","中華郵政公司","5,000","68,448,000","0","0","",
"160","106/02/07","群益期","6024","上櫃增資","106/01/24","106/02/03","3,230,000","3,230,000","31.38","31.38","106/02/15","統一","1,000","101,357,400","119,465","2.7","",
"161","106/01/18","欣普羅","6560","初上櫃","106/01/12","106/01/16","343,000","343,000","30.8","30.8","106/01/24","日盛","1,000","10,564,400","116,840","0.29","",
"162","106/01/18",="06央債甲02",="06102B","中央登錄公債","106/01/10","106/01/16","276,000","276,000","99.805","99.805","106/01/23","中華郵政公司","2,000","27,546,180","0","0","",
