出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"110/05/29","103","4","2235","謚源","481370.00","988870.00","1470240.00","443322.00","118340.00","561662.00","318780.00","203150.00","386648.00","0.00","--","--","--","--","--","908578.00","0.00","0.00","0.00","28.50"
"110/05/29","103","4","2596","綠意","2211490.00","154358.00","2365848.00","412616.00","289386.00","702002.00","827315.00","113303.00","513599.00","0.00","0.00","1454217.00","0.00","--","209629.00","1663846.00","0.00","0.00","0.00","17.58"
"110/05/29","103","4","2640","大車隊","1393450.00","1298316.00","2691766.00","463596.00","997695.00","1461291.00","421185.00","452317.00","353404.00","--","--","1226906.00","--","--","3569.00","1230475.00","0.00","0.00","0.00","29.13"
"110/05/29","103","4","2641","正德","151647.00","3111422.00","3263069.00","632783.00","1306144.00","1938927.00","1070000.00","37679.00","181209.00","35254.00","--","1324142.00","--","--","--","1324142.00","0.00","0.00","0.00","12.38"
"110/05/29","103","4","2643","捷迅","725515.00","154709.00","880224.00","414815.00","76780.00","491595.00","216020.00","0.00","147612.00","24997.00","--","388629.00","--","--","--","388629.00","0.00","0.00","0.00","17.99"
"110/05/29","103","4","2718","晶悅","275445.00","599352.00","874797.00","85637.00","212198.00","297835.00","225760.00","82463.00","268739.00","--","--","--","--","--","--","576962.00","0.00","0.00","0.00","25.56"
"110/05/29","103","4","2719","燦星旅","928771.00","94717.00","1023488.00","507373.00","213.00","507586.00","362920.00","107692.00","45147.00","143.00","--","515902.00","--","--","0.00","515902.00","0.00","0.00","0.00","14.22"
"110/05/29","103","4","2724","富驛-KY","468197.00","1927994.00","2396191.00","1094420.00","506748.00","1601168.00","381723.00","324585.00","59024.00","29691.00","--","795023.00","--","--","--","795023.00","0.00","0.00","0.00","20.83"
"110/05/29","103","4","2726","雅茗-KY","1013057.00","287257.00","1300314.00","488760.00","294584.00","783344.00","273503.00","94513.00","96277.00","29768.00","--","494061.00","--","--","22909.00","516970.00","0.00","0.00","0.00","18.06"
"110/05/29","103","4","2729","瓦城","1286892.00","905998.00","2192890.00","372294.00","27371.00","399665.00","232660.00","1210890.00","342806.00","6869.00","--","1793225.00","--","--","--","1793225.00","0.00","0.00","0.00","77.07"
"110/05/29","103","4","2732","六角","619127.00","323706.00","942833.00","258225.00","112533.00","370758.00","234885.00","95845.00","205742.00","-8851.00","--","527621.00","--","--","44454.00","572075.00","0.00","0.00","0.00","22.46"
"110/05/29","103","4","2734","易飛網","567710.00","264670.00","832380.00","253710.00","2089.00","255799.00","260860.00","233615.00","81376.00","730.00","--","576581.00","--","--","0.00","576581.00","0.00","0.00","0.00","22.10"
"110/05/29","103","4","2736","高野","510675.00","1193304.00","1703979.00","404222.00","338352.00","742574.00","423565.00","305317.00","232523.00","--","--","961405.00","--","--","--","961405.00","0.00","0.00","0.00","22.70"
"110/05/29","103","4","2740","天蔥","112051.00","208512.00","320563.00","99643.00","9654.00","109297.00","121102.00","14546.00","75528.00","90.00","--","211266.00","--","--","--","211266.00","0.00","0.00","0.00","17.45"
"110/05/29","103","4","2743","山富","863360.00","311579.00","1174939.00","730480.00","2380.00","732860.00","226100.00","77740.00","138239.00","--","--","442079.00","0.00","--","--","442079.00","0.00","0.00","0.00","19.55"
"110/05/29","103","4","2916","滿心","1022896.00","264581.00","1287477.00","293700.00","90130.00","383830.00","546269.00","127250.00","213240.00","16888.00","--","903647.00","--","--","--","903647.00","0.00","0.00","0.00","16.54"
"110/05/29","103","4","2924","東凌-KY","993569.00","288096.00","1281665.00","297925.00","38677.00","336602.00","348482.00","371757.00","168325.00","56499.00","--","945063.00","--","--","--","945063.00","0.00","0.00","0.00","27.12"
"110/05/29","103","4","2926","誠品生活","2884516.00","1586445.00","4470961.00","2455601.00","524218.00","2979819.00","451330.00","616351.00","415070.00","8391.00","--","1491142.00","--","--","--","1491142.00","0.00","0.00","0.00","33.04"
"110/05/29","103","4","3064","泰偉","510259.00","713146.00","1223405.00","337964.00","8502.00","346466.00","726051.00","364613.00","-253847.00","37230.00","-16624.00","857423.00","--","--","19516.00","876939.00","0.00","0.00","500000.00","11.89"
"110/05/29","103","4","3066","李洲","580782.00","945085.00","1525867.00","468456.00","15068.00","483524.00","830706.00","3952.00","-265783.00","97306.00","--","666181.00","--","--","376162.00","1042343.00","0.00","0.00","0.00","8.02"
"110/05/29","103","4","3067","全域","297571.00","106182.00","403753.00","90143.00","12203.00","102346.00","290252.00","1360.00","-971.00","10766.00","--","301407.00","--","--","0.00","301407.00","0.00","0.00","0.00","10.38"
"110/05/29","103","4","3071","協禧","1902342.00","653748.00","2556090.00","1042401.00","20634.00","1063035.00","1460679.00","33039.00","-59461.00","58798.00","0.00","1493055.00","--","--","0.00","1493055.00","0.00","0.00","0.00","10.22"
"110/05/29","103","4","3073","天方能源","274365.00","324937.00","599302.00","70837.00","181628.00","252465.00","466637.00","14339.00","-125907.00","-459.00","-7773.00","346837.00","--","--","--","346837.00","0.00","0.00","199992.00","7.46"
"110/05/29","103","4","3078","僑威","4072320.00","1715447.00","5787767.00","1855660.00","120898.00","1976558.00","2273911.00","214286.00","1096905.00","226107.00","0.00","3811209.00","--","--","0.00","3811209.00","0.00","0.00","0.00","16.76"
"110/05/29","103","4","3081","聯亞","1111450.00","672488.00","1783938.00","293128.00","4651.00","297779.00","552891.00","41894.00","891374.00","--","--","--","--","--","--","1486159.00","0.00","0.00","0.00","26.88"
"110/05/29","103","4","3083","網龍","1446845.00","210564.00","1657409.00","148167.00","680.00","148847.00","864394.00","424117.00","258958.00","3956.00","-52863.00","1498562.00","--","--","10000.00","1508562.00","0.00","0.00","735000.00","17.49"
"110/05/29","103","4","3085","新零售","385041.00","28473.00","413514.00","101462.00","0.00","101462.00","712267.00","0.00","-400215.00","0.00","--","312052.00","--","--","0.00","312052.00","0.00","0.00","0.00","4.38"
"110/05/29","103","4","3086","華義","345409.00","530239.00","875648.00","136153.00","285977.00","422130.00","592510.00","27312.00","-173527.00","6579.00","--","452874.00","--","--","644.00","453518.00","0.00","0.00","0.00","7.64"
"110/05/29","103","4","3088","艾訊","1930545.00","664705.00","2595250.00","767854.00","227354.00","995208.00","783603.00","128062.00","629592.00","20270.00","--","1561527.00","--","--","38515.00","1600042.00","0.00","7000.00","0.00","19.93"
"110/05/29","103","4","3089","元炬","548090.00","648023.00","1196113.00","187169.00","33803.00","220972.00","693305.00","340456.00","-139937.00","55446.00","--","949270.00","--","--","25871.00","975141.00","0.00","0.00","0.00","13.69"
"110/05/29","103","4","3093","港建","854637.00","328904.00","1183541.00","226862.00","34239.00","261101.00","362888.00","49699.00","409348.00","3564.00","--","825499.00","--","--","96941.00","922440.00","0.00","0.00","0.00","22.75"
"110/05/29","103","4","3095","及成","3164079.00","3782575.00","6946654.00","5249793.00","643410.00","5893203.00","1092763.00","43425.00","-305646.00","24463.00","0.00","855005.00","--","--","198446.00","1053451.00","0.00","0.00","0.00","7.82"
"110/05/29","103","4","3105","穩懋","7124744.00","14691164.00","21815908.00","2748606.00","3127652.00","5876258.00","7422377.00","3768620.00","4527782.00","220871.00","--","15939650.00","--","--","0.00","15939650.00","0.00","0.00","0.00","21.48"
"110/05/29","103","4","3114","好德","1159582.00","311018.00","1470600.00","623857.00","6270.00","630127.00","500137.00","52062.00","219652.00","68622.00","0.00","840473.00","--","--","--","840473.00","0.00","0.00","0.00","16.80"
"110/05/29","103","4","3115","寶島極","554990.00","187825.00","742815.00","320476.00","3643.00","324119.00","436976.00","0.00","-33773.00","15493.00","--","418696.00","--","--","--","418696.00","0.00","0.00","0.00","9.58"
"110/05/29","103","4","3118","進階","494186.00","187279.00","681465.00","166333.00","5230.00","171563.00","324529.00","55945.00","129428.00","--","--","--","--","--","--","509902.00","0.00","0.00","0.00","15.71"
"110/05/29","103","4","3122","笙泉","407269.00","214593.00","621862.00","106264.00","67313.00","173577.00","345309.00","17029.00","98559.00","808.00","-13420.00","448285.00","--","--","0.00","448285.00","0.00","0.00","1195000.00","13.45"
"110/05/29","103","4","3128","昇銳","500951.00","409307.00","910258.00","198626.00","124162.00","322788.00","420000.00","117415.00","35072.00","85.00","--","572572.00","--","--","14898.00","587470.00","0.00","0.00","0.00","13.63"
"110/05/29","103","4","3131","弘塑","1785390.00","855408.00","2640798.00","1158790.00","30015.00","1188805.00","246838.00","601772.00","604828.00","-1445.00","--","1451993.00","--","--","--","1451993.00","0.00","0.00","0.00","58.82"
"110/05/29","103","4","3141","晶宏","1123184.00","249216.00","1372400.00","194581.00","2720.00","197301.00","1004372.00","31817.00","138071.00","4774.00","-3935.00","1175099.00","--","--","--","1175099.00","0.00","255889.00","335000.00","11.75"
"110/05/29","103","4","3144","新揚科","2405871.00","826349.00","3232220.00","1649290.00","166008.00","1815298.00","1006378.00","--","344622.00","24338.00","--","1375338.00","--","--","41584.00","1416922.00","0.00","0.00","0.00","13.67"
"110/05/29","103","4","3147","大綜","704329.00","126563.00","830892.00","442902.00","6186.00","449088.00","300051.00","4027.00","76691.00","1035.00","--","381804.00","--","--","--","381804.00","0.00","0.00","0.00","12.72"
"110/05/29","103","4","3152","璟德","2232392.00","857333.00","3089725.00","297194.00","1181.00","298375.00","690162.00","608040.00","1493148.00","--","--","--","--","--","--","2791350.00","0.00","0.00","0.00","40.44"
"110/05/29","103","4","3162","精確","535307.00","606181.00","1141488.00","510255.00","76398.00","586653.00","565313.00","935.00","-34320.00","22907.00","0.00","554835.00","--","--","0.00","554835.00","0.00","0.00","0.00","9.81"
"110/05/29","103","4","3163","波若威","1489453.00","730266.00","2219719.00","604263.00","82985.00","687248.00","717444.00","186768.00","578282.00","49977.00","--","1532471.00","--","--","0.00","1532471.00","0.00","0.00","0.00","21.36"
"110/05/29","103","4","3169","亞信","651457.00","200769.00","852226.00","81545.00","4051.00","85596.00","526714.00","69111.00","201386.00","0.00","-30581.00","--","--","--","--","766630.00","0.00","0.00","1325000.00","14.93"
"110/05/29","103","4","3171","新洲","1272115.00","40758.00","1312873.00","582814.00","198504.00","781318.00","592035.00","68103.00","-134396.00","5813.00","--","531555.00","0.00","--","--","531555.00","0.00","0.00","0.00","8.98"
"110/05/29","103","4","3176","基亞","1955803.00","2507623.00","4463426.00","558352.00","246052.00","804404.00","1386856.00","2346588.00","-833887.00","-12920.00","--","2886637.00","--","--","772385.00","3659022.00","0.00","0.00","0.00","20.81"
"110/05/29","103","4","3178","公準","558461.00","797730.00","1356191.00","708279.00","255680.00","963959.00","359000.00","--","18984.00","3417.00","--","381401.00","--","--","10831.00","392232.00","0.00","0.00","0.00","10.62"
"110/05/29","103","4","3188","鑫龍騰","261289.00","51823.00","313112.00","42914.00","1152.00","44066.00","459530.00","2876.00","-189330.00","-4030.00","--","269046.00","--","--","--","269046.00","0.00","5000.00","0.00","5.85"
"110/05/29","103","4","3191","和進","571280.00","268431.00","839711.00","168921.00","54.00","168975.00","546948.00","104810.00","9134.00","9844.00","0.00","670736.00","--","--","--","670736.00","0.00","0.00","0.00","12.26"
"110/05/29","103","4","3202","樺晟","1944885.00","650015.00","2594900.00","1269619.00","146531.00","1416150.00","966872.00","100387.00","72101.00","41790.00","0.00","1181150.00","--","--","-2400.00","1178750.00","0.00","0.00","0.00","12.22"
"110/05/29","103","4","3205","佰研","328898.00","185205.00","514103.00","140415.00","101216.00","241631.00","247128.00","9361.00","15434.00","549.00","--","272472.00","--","--","--","272472.00","0.00","0.00","0.00","11.03"
"110/05/29","103","4","3206","志豐","936092.00","146318.00","1082410.00","366353.00","24175.00","390528.00","415390.00","88027.00","155199.00","33266.00","0.00","691882.00","--","--","0.00","691882.00","0.00","0.00","0.00","16.66"
"110/05/29","103","4","3207","耀勝","554894.00","214302.00","769196.00","302886.00","54007.00","356893.00","382593.00","72841.00","-59682.00","14787.00","--","410539.00","0.00","--","1764.00","412303.00","0.00","0.00","0.00","10.73"
"110/05/29","103","4","3211","順達","14229999.00","3695967.00","17925966.00","8218782.00","1880867.00","10099649.00","1519685.00","2057287.00","3654146.00","595199.00","0.00","7826317.00","--","--","0.00","7826317.00","0.00","0.00","0.00","51.50"
"110/05/29","103","4","3213","茂訊","1274781.00","339234.00","1614015.00","272531.00","96307.00","368838.00","586855.00","72650.00","564782.00","20890.00","--","--","--","--","--","1245177.00","0.00","0.00","0.00","21.22"
"110/05/29","103","4","3217","優群","913806.00","982358.00","1896164.00","448951.00","12884.00","461835.00","840592.00","152549.00","264755.00","174313.00","--","1432209.00","--","--","2120.00","1434329.00","0.00","0.00","0.00","17.04"
"110/05/29","103","4","3218","大學光","1117865.00","684807.00","1802672.00","557916.00","104097.00","662013.00","661230.00","360402.00","111931.00","7096.00","0.00","1140659.00","0.00","--","0.00","1140659.00","0.00","0.00","0.00","17.25"
"110/05/29","103","4","3219","倚強科","218478.00","3625.00","222103.00","61341.00","3758.00","65099.00","227454.00","7685.00","-79215.00","1080.00","0.00","157004.00","--","--","0.00","157004.00","0.00","416000.00","0.00","6.90"
"110/05/29","103","4","3221","台嘉碩","1357630.00","922767.00","2280397.00","547337.00","126676.00","674013.00","861029.00","477508.00","245306.00","21427.00","0.00","1605270.00","--","--","1114.00","1606384.00","0.00","0.00","0.00","18.64"
"110/05/29","103","4","3224","三顧","803360.00","91548.00","894908.00","408854.00","171511.00","580365.00","300000.00","19155.00","-6283.00","1671.00","--","314543.00","--","--","--","314543.00","0.00","0.00","0.00","10.48"
"110/05/29","103","4","3226","至寶電","689274.00","171009.00","860283.00","172803.00","2711.00","175514.00","644306.00","14705.00","26040.00","-282.00","--","684769.00","--","--","0.00","684769.00","0.00","0.00","0.00","10.63"
"110/05/29","103","4","3227","原相","5452132.00","1268357.00","6720489.00","922078.00","35431.00","957509.00","1314702.00","1782221.00","2825422.00","-134722.00","-59972.00","5727651.00","--","--","35329.00","5762980.00","0.00","0.00","881000.00","43.86"
"110/05/29","103","4","3228","金麗科","299749.00","246057.00","545806.00","86845.00","26417.00","113262.00","616527.00","34505.00","-218488.00","0.00","0.00","--","--","--","--","432544.00","0.00","0.00","0.00","7.02"
"110/05/29","103","4","3230","錦明","1649878.00","1451182.00","3101060.00","1395291.00","173465.00","1568756.00","1097465.00","232550.00","135421.00","80765.00","-13897.00","1532304.00","0.00","--","0.00","1532304.00","0.00","0.00","2000000.00","14.22"
"110/05/29","103","4","3232","昱捷","563617.00","24618.00","588235.00","159705.00","8607.00","168312.00","315679.00","--","100605.00","3639.00","--","419923.00","--","--","--","419923.00","0.00","0.00","0.00","13.30"
"110/05/29","103","4","3234","光環","1603865.00","830206.00","2434071.00","790830.00","70022.00","860852.00","1010353.00","69979.00","630709.00","1347.00","-139169.00","1573219.00","--","--","--","1573219.00","0.00","0.00","5000000.00","16.38"
"110/05/29","103","4","3236","千如","1080616.00","478393.00","1559009.00","554444.00","143738.00","698182.00","572317.00","93888.00","138021.00","-7467.00","--","796759.00","--","--","64068.00","860827.00","0.00","0.00","0.00","13.92"
"110/05/29","103","4","3252","海灣","1081985.00","2581162.00","3663147.00","2289669.00","239378.00","2529047.00","217085.00","43722.00","844457.00","0.00","--","1105264.00","--","--","28836.00","1134100.00","0.00","0.00","0.00","50.91"
"110/05/29","103","4","3259","鑫創","492147.00","201563.00","693710.00","75249.00","--","75249.00","709748.00","92333.00","-183620.00","0.00","--","618461.00","--","--","--","618461.00","0.00","86000.00","0.00","8.73"
"110/05/29","103","4","3260","威剛","12329781.00","8859333.00","21189114.00","8450734.00","4222008.00","12672742.00","2299734.00","3618935.00","2617345.00","278376.00","-300952.00","8513438.00","--","--","2934.00","8516372.00","0.00","0.00","5801000.00","37.98"
"110/05/29","103","4","3264","欣銓","4070383.00","9777181.00","13847564.00","1687050.00","2886134.00","4573184.00","4761707.00","1063121.00","3503544.00","72780.00","-126772.00","9274380.00","--","--","--","9274380.00","0.00","0.00","15930497.00","20.15"
"110/05/29","103","4","3265","台星科","2464287.00","1284155.00","3748442.00","186424.00","2356.00","188780.00","1362617.00","250734.00","1946311.00","0.00","--","--","--","--","--","3559662.00","0.00","0.00","0.00","26.12"
"110/05/29","103","4","3268","海德威","665471.00","161165.00","826636.00","232280.00","16560.00","248840.00","306663.00","29064.00","198655.00","2662.00","--","537044.00","--","--","40752.00","577796.00","0.00","0.00","0.00","17.51"
"110/05/29","103","4","3272","東碩","2045043.00","264199.00","2309242.00","989010.00","76654.00","1065664.00","366030.00","395696.00","474756.00","7096.00","--","1243578.00","--","--","--","1243578.00","0.00","0.00","0.00","33.97"
"110/05/29","103","4","3276","宇環","799041.00","624983.00","1424024.00","544197.00","89811.00","634008.00","697127.00","37335.00","37743.00","17811.00","--","--","--","--","--","790016.00","0.00","0.00","0.00","11.33"
"110/05/29","103","4","3284","太普高","685589.00","590196.00","1275785.00","433546.00","76601.00","510147.00","606638.00","104589.00","89944.00","0.00","-38523.00","762648.00","--","--","2990.00","765638.00","0.00","0.00","3000000.00","13.23"
"110/05/29","103","4","3285","微端","748171.00","127399.00","875570.00","229924.00","16659.00","246583.00","441093.00","40554.00","123344.00","13600.00","0.00","618591.00","--","--","10396.00","628987.00","0.00","0.00","0.00","14.02"
"110/05/29","103","4","3287","廣寰科","548650.00","134132.00","682782.00","120387.00","5109.00","125496.00","439705.00","11688.00","17220.00","1886.00","0.00","470499.00","--","--","86787.00","557286.00","0.00","0.00","0.00","10.70"
"110/05/29","103","4","3288","點晶","474915.00","250965.00","725880.00","226742.00","190508.00","417250.00","484752.00","8028.00","-185241.00","1280.00","0.00","308819.00","--","--","-189.00","308630.00","0.00","0.00","0.00","6.37"
"110/05/29","103","4","3289","宜特","1341311.00","1775470.00","3116781.00","858081.00","611750.00","1469831.00","460240.00","407219.00","533721.00","45664.00","--","1446844.00","--","--","200106.00","1646950.00","0.00","0.00","0.00","31.44"
"110/05/29","103","4","3290","東浦","2693647.00","996876.00","3690523.00","1757698.00","293435.00","2051133.00","995489.00","236958.00","282383.00","80354.00","0.00","1595184.00","--","--","44206.00","1639390.00","0.00","0.00","0.00","16.02"
"110/05/29","103","4","3293","鈊象","1605869.00","1568485.00","3174354.00","418934.00","62834.00","481768.00","696669.00","250289.00","1721374.00","14942.00","--","2683274.00","--","--","9312.00","2692586.00","0.00","0.00","0.00","38.52"
"110/05/29","103","4","3294","英濟","3483350.00","1641648.00","5124998.00","2355522.00","202888.00","2558410.00","1300734.00","1018426.00","-201942.00","391447.00","0.00","2508665.00","--","--","57923.00","2566588.00","0.00","0.00","0.00","19.29"
"110/05/29","103","4","3297","杭特","585883.00","504181.00","1090064.00","167861.00","13869.00","181730.00","368112.00","153845.00","389660.00","-3283.00","0.00","908334.00","--","--","0.00","908334.00","0.00","0.00","0.00","24.68"
"110/05/29","103","4","3303","岱稜","1698862.00","1729116.00","3427978.00","982661.00","581086.00","1563747.00","1023356.00","562031.00","197873.00","16191.00","-28808.00","1770643.00","--","--","93588.00","1864231.00","0.00","0.00","1272000.00","17.52"
"110/05/29","103","4","3306","鼎天","1148360.00","737796.00","1886156.00","272157.00","3303.00","275460.00","506077.00","557341.00","236914.00","310364.00","--","1610696.00","--","--","--","1610696.00","0.00","0.00","0.00","31.83"
"110/05/29","103","4","3310","佳穎","3441863.00","206866.00","3648729.00","2211590.00","7164.00","2218754.00","1116917.00","287417.00","26682.00","0.00","-1041.00","1429975.00","--","--","0.00","1429975.00","0.00","0.00","80000.00","12.81"
"110/05/29","103","4","3313","斐成","1699070.00","640018.00","2339088.00","990822.00","6095.00","996917.00","837708.00","622396.00","-212607.00","-10522.00","0.00","1236975.00","--","--","105196.00","1342171.00","0.00","0.00","0.00","14.77"
"110/05/29","103","4","3317","尼克森","1923482.00","383038.00","2306520.00","793122.00","16882.00","810004.00","612515.00","630512.00","251334.00","611.00","--","1494972.00","0.00","--","1544.00","1496516.00","0.00","0.00","0.00","24.41"
