"","公司代號","year","股東配發s盈餘分配之現金股利元股"
"1224","2458",102,2.1
"1225","2459",102,1.2
"1226","2460",102,0
"1227","2461",102,0.5
"1228","2462",102,1.4
"1229","2464",102,1.5
"1230","2465",102,0
"1231","2466",102,0
"1232","2467",102,1.5
"1233","2468",102,0.3
"1234","2471",102,0.71459302
"1235","2472",102,2
"1236","2474",102,5
"1237","2475",102,0
"1238","2476",102,1.28
"1239","2477",102,1.5
"1240","2478",102,0.15
"1241","2480",102,2
"1242","2481",102,0
"1243","2482",102,0
"1244","2483",102,1
"1245","2484",102,0.6
"1246","2485",102,1.6
"1247","2486",102,0.75
"1248","2488",102,2
"1249","2489",102,1.52332722
"1250","2491",102,0
"1251","2492",102,0
"1252","2493",102,2
"1253","2495",102,0.15
"1254","2496",102,0
"1255","2497",102,2
"1256","2498",102,0
"1257","2499",102,0
"1258","2501",102,1
"1259","2504",102,0
"1260","2505",102,0.4
"1261","2506",102,0.2
"1262","2509",102,1.5
"1263","2511",102,0.3
"1264","2514",102,0.4
"1265","2515",102,0.141
"1266","2516",102,0.1
"1267","2520",102,1
"1268","2524",102,0
"1269","2527",102,0.8
"1270","2528",102,0.3
"1271","2530",102,0
"1272","2534",102,0
"1273","2535",102,2.5
"1274","2536",102,1
"1275","2537",102,0.20057212
"1276","2538",102,1.7
"1277","2539",102,0.3
"1278","2540",102,0
"1279","2542",102,2
"1280","2543",102,0
"1281","2545",102,4
"1282","2546",102,1
"1283","2547",102,0
"1284","2548",102,5
"1285","2597",102,6.9
"1286","2601",102,0
"1287","2603",102,0
"1288","2605",102,1.1
"1289","2606",102,2
"1290","2607",102,0.3
"1291","2608",102,1.4
"1292","2609",102,0
"1293","2610",102,0
"1294","2611",102,0.4
"1295","2612",102,1.5
"1296","2613",102,0.15
"1297","2614",102,0.5
"1298","2615",102,0.8
"1299","2616",102,1.5
"1300","2617",102,0.8
"1301","2618",102,0
"1302","2630",102,0.25
"1303","2633",102,0
"1304","2634",102,0
"1305","2636",102,0.77
"1306","2637",102,0
"1307","2642",102,1.5
"1308","2701",102,0.12
"1309","2702",102,0.1
"1310","2704",102,0.5
"1311","2705",102,0
"1312","2706",102,0.138
"1313","2707",102,8.27
"1314","2712",102,0.55
"1315","2722",102,0.7
"1316","2723",102,1.3
"1317","2727",102,10.99592262
"1318","2731",102,4
"1319","2801",102,0.6
"1320","2809",102,1.5
"1321","2812",102,0.2
"1322","2816",102,0
"1323","2820",102,0.7
"1324","2823",102,0.4
"1325","2832",102,1.1
"1326","2834",102,0
"1327","2836",102,0.02
"1328","2838",102,0
"1329","2838A",102,0.6
"1330","2841",102,0.2
"1331","2845",102,0.25
"1332","2849",102,0.6
"1333","2850",102,1
"1334","2851",102,1.2
"1335","2852",102,1.1
"1336","2855",102,0.74
"1337","2856",102,0.33
"1338","2867",102,0
"1339","2880",102,0.7
"1340","2881",102,1.5
"1341","2882",102,1.5
"1342","2883",102,0.4
"1343","2884",102,0.31
"1344","2885",102,0.65
"1345","2886",102,1.11
"1346","2887",102,0.42597815
"1347","2888",102,0.0603
"1348","2889",102,0.23
"1349","2890",102,0.335
"1350","2891",102,0.38
"1351","2892",102,0.5
"1352","2897",102,0.2
"1353","2901",102,0.377009
"1354","2903",102,1.15
"1355","2904",102,2
"1356","2905",102,0.7
"1357","2906",102,0.7
"1358","2908",102,1
"1359","2910",102,0.7
"1360","2911",102,0
"1361","2912",102,5.15
"1362","2913",102,0.5036
"1363","2915",102,5
"1364","2923",102,0.202783
"1365","2929",102,4.5
"1366","3002",102,1
"1367","3003",102,1
"1368","3004",102,1
"1369","3005",102,1
"1370","3006",102,1.5
"1371","3008",102,28.5
"1372","3010",102,3
"1373","3011",102,0
"1374","3013",102,0
"1375","3014",102,1.2
"1376","3015",102,1.8
"1377","3016",102,0
"1378","3017",102,0.4
"1379","3018",102,0
"1380","3019",102,0
"1381","3021",102,0.2
"1382","3022",102,2.4
"1383","3023",102,2.2
"1384","3024",102,0
"1385","3025",102,0.24
"1386","3026",102,2.8
"1387","3027",102,0.15
"1388","3028",102,1
"1389","3029",102,0.75
"1390","3030",102,3.3
"1391","3031",102,0.35
"1392","3032",102,0.5
"1393","3033",102,1.8155
"1394","3034",102,6
"1395","3035",102,2
"1396","3036",102,2.5
"1397","3037",102,0.6
"1398","3038",102,0
"1399","3040",102,1
"1400","3041",102,2.3
"1401","3042",102,2.2
"1402","3043",102,0
"1403","3044",102,2.25
"1404","3045",102,5.6
"1405","3046",102,0
"1406","3047",102,0.71
"1407","3048",102,0.5
"1408","3049",102,0
"1409","3050",102,0
"1410","3051",102,0
"1411","3052",102,1
"1412","3054",102,1.5
"1413","3055",102,0
"1414","3056",102,1.8
"1415","3057",102,1.6
"1416","3058",102,0.5
"1417","3059",102,0
"1418","3060",102,2.1
"1419","3062",102,0.35
"1420","3090",102,1
"1421","3094",102,0.79
"1422","3130",102,6
"1423","3149",102,0
"1424","3164",102,0
"1425","3167",102,2
"1426","3189",102,3.5
"1427","3209",102,1.5
"1428","3229",102,0
"1429","3231",102,1.8
"1430","3257",102,2.5
"1431","3266",102,0
"1432","3296",102,0
"1433","3305",102,2
"1434","3308",102,0
"1435","3311",102,1
"1436","3312",102,0
"1437","3321",102,0.5
"1438","3338",102,1.5
"1439","3346",102,0.3
"1440","3356",102,7.2
"1441","3376",102,3
"1442","3380",102,1.35
"1443","3383",102,0
"1444","3406",102,0
"1445","3413",102,0
"1446","3416",102,2.9
"1447","3419",102,0
"1448","3432",102,0
"1449","3437",102,2
"1450","3443",102,1.97222
"1451","3450",102,4.5
"1452","3454",102,7
"1453","3481",102,0.01
"1454","3494",102,0
"1455","3501",102,3
"1456","3504",102,1.88
"1457","3514",102,0
"1458","3515",102,9.576
"1459","3518",102,1
"1460","3519",102,0
"1461","3528",102,2
"1462","3532",102,0.3
"1463","3533",102,3.5
"1464","3535",102,0
"1465","3536",102,0
"1466","3545",102,2
"1467","3550",102,1
"1468","3557",102,0
"1469","3561",102,0
"1470","3576",102,0.3
"1471","3579",102,0
"1472","3583",102,1.6
"1473","3588",102,2.0043
"1474","3591",102,0
"1475","3593",102,0
"1476","3596",102,1.8
"1477","3598",102,2.1
"1478","3605",102,0.7
"1479","3607",102,3.2
"1480","3617",102,4.01
"1481","3622",102,0
"1482","3638",102,0
"1483","3645",102,0.5
"1484","3653",102,2.7
"1485","3661",102,0.18165
"1486","3665",102,5
"1487","3669",102,0.2
"1488","3673",102,5
"1489","3679",102,3
"1490","3682",102,0.46
"1491","3686",102,0
"1492","3694",102,0
"1493","3698",102,1.25
"1494","3701",102,0
"1495","3702",102,2.3
"1496","3703",102,0.5
"1497","3704",102,0.3
"1498","3705",102,1.65
"1499","3706",102,0.6
"1500","4104",102,2
"1501","4106",102,0.7
"1502","4108",102,0
"1503","4119",102,1.8
"1504","4133",102,1.1
"1505","4137",102,6.5
"1506","4141",102,0.6
"1507","4142",102,0
"1508","4144",102,3.6
"1509","4155",102,0.4
"1510","4164",102,2
"1511","4306",102,0.44
"1512","4414",102,0
"1513","4426",102,0.44
"1514","4438",102,3.5
"1515","4526",102,1.10017229
"1516","4532",102,1.5
"1517","4536",102,5
"1518","4545",102,2.8
"1519","4551",102,0
"1520","4720",102,0.6
"1521","4722",102,1.2
"1522","4725",102,0
"1523","4737",102,1.77999999
"1524","4739",102,0.5
"1525","4746",102,0
"1526","4755",102,0.68
"1527","4904",102,3.164
"1528","4906",102,1.9
"1529","4912",102,3
"1530","4915",102,0.8
"1531","4916",102,2
"1532","4919",102,1
"1533","4927",102,1.85
"1534","4930",102,0
"1535","4934",102,0.6
"1536","4935",102,1
"1537","4938",102,2.8
"1538","4942",102,1.635
"1539","4943",102,0.5
"1540","4952",102,2.5
"1541","4956",102,0
"1542","4958",102,3
"1543","4960",102,0.1
"1544","4968",102,0
"1545","4976",102,0.3
"1546","4977",102,3.8
"1547","4984",102,1.25
"1548","4994",102,1.001
"1549","4999",102,3
"1550","5007",102,2
"1551","5203",102,7
"1552","5215",102,1
"1553","5225",102,5
"1554","5234",102,3
"1555","5243",102,1.5
"1556","5258",102,0.5
"1557","5259",102,0
"1558","5264",102,9
"1559","5269",102,1.25
"1560","5284",102,0.6934
"1561","5285",102,1.5
"1562","5288",102,3
"1563","5305",102,0.3
"1564","5388",102,3
"1565","5434",102,3.6
"1566","5469",102,0
"1567","5471",102,3.2
"1568","5484",102,0
"1569","5515",102,1
"1570","5519",102,1
"1571","5521",102,0.25
"1572","5522",102,3.5
"1573","5525",102,1.2
"1574","5531",102,0
"1575","5533",102,0.5
"1576","5534",102,6.5
"1577","5538",102,1.25
"1578","5607",102,0
"1579","5608",102,1
"1580","5706",102,2.85
"1581","5871",102,2
"1582","5880",102,0.5
"1583","5906",102,0
"1584","5907",102,3
"1585","6005",102,0.45
"1586","6024",102,1.49300384
"1587","6108",102,0.9
"1588","6112",102,2
"1589","6115",102,3.5
"1590","6116",102,0.15
"1591","6117",102,0.25
"1592","6120",102,0
"1593","6128",102,2.25
"1594","6131",102,0
"1595","6133",102,0.1
"1596","6136",102,1.8
"1597","6139",102,1.5
"1598","6141",102,0.22
"1599","6142",102,0.4
"1600","6145",102,0
"1601","6152",102,1.5
"1602","6153",102,1
"1603","6155",102,1.6
"1604","6164",102,1
"1605","6165",102,0
"1606","6166",102,1.5
"1607","6168",102,0.10688152
"1608","6172",102,0
"1609","6176",102,7
"1610","6177",102,0
"1611","6183",102,1.069
"1612","6184",102,2.5
"1613","6189",102,2.9
"1614","6191",102,0
"1615","6192",102,3
"1616","6196",102,1.1
"1617","6197",102,0.8
"1618","6201",102,1.2
"1619","6202",102,3.035
"1620","6205",102,1.5
"1621","6206",102,6
"1622","6209",102,0.6
"1623","6213",102,2.2
"1624","6214",102,3
"1625","6215",102,0.6
"1626","6216",102,1.64612573
"1627","6224",102,4.1
"1628","6225",102,0
"1629","6226",102,0.13
"1630","6230",102,3.2
"1631","6235",102,0
"1632","6239",102,0
"1633","6243",102,0
"1634","6251",102,0
"1635","6257",102,0.9
"1636","6269",102,2.5
"1637","6271",102,6
"1638","6277",102,5
"1639","6278",102,1.8
"1640","6281",102,3.156
"1641","6282",102,1.8
"1642","6283",102,0
"1643","6285",102,3
"1644","6289",102,0
"1645","6405",102,3
"1646","6409",102,7.9904449
"1647","6412",102,1.95
"1648","6414",102,5.5028921
"1649","6415",102,3
"1650","6422",102,1.5
"1651","6431",102,1.5
"1652","6442",102,0.7
"1653","6443",102,0
"1654","6449",102,0.8
"1655","6451",102,3.3
"1656","6464",102,6.3
"1657","6504",102,2.2
"1658","6505",102,2.5
"1659","6605",102,4
"1660","8011",102,1.4
"1661","8016",102,3
"1662","8021",102,0.8
"1663","8033",102,0
"1664","8039",102,2.5
"1665","8046",102,0
"1666","8070",102,3.1
"1667","8072",102,20
"1668","8081",102,3.9
"1669","8101",102,0
"1670","8103",102,1.8
"1671","8105",102,0
"1672","8110",102,0.125
"1673","8112",102,0.755026
"1674","8114",102,6.8
"1675","8131",102,0.4
"1676","8150",102,1.2
"1677","8163",102,0.2
"1678","8201",102,0
"1679","8210",102,2
"1680","8213",102,2.5
"1681","8215",102,0.3
"1682","8222",102,0.5
"1683","8249",102,1.2
"1684","8261",102,0
"1685","8271",102,2
"1686","8341",102,2
"1687","8374",102,0.3
"1688","8404",102,1
"1689","8411",102,0.35
"1690","8422",102,8
"1691","8427",102,1.4
"1692","8429",102,3.95
"1693","8443",102,1.5
"1694","8454",102,3.07
"1695","8926",102,1.2
"1696","8940",102,0
"1697","8996",102,1.2
"1698","9802",102,2
"1699","9902",102,0
"1700","9904",102,1
"1701","9905",102,2
"1702","9906",102,0
"1703","9907",102,0.65
"1704","9908",102,1
"1705","9910",102,3.3
"1706","9911",102,1.2
"1707","9912",102,1
"1708","9914",102,6
"1709","9917",102,3.5
"1710","9918",102,1.2
"1711","9919",102,0.3
"1712","9921",102,6
"1713","9924",102,2
"1714","9925",102,1.8
"1715","9926",102,1.2
"1716","9927",102,2
"1717","9928",102,0
"1718","9929",102,0
"1719","9930",102,3.3
"1720","9931",102,0.8
"1721","9933",102,2
"1722","9934",102,0.25
"1723","9935",102,0
"1724","9937",102,1.2
"1725","9938",102,1.5
"1726","9939",102,2.5
"1727","9940",102,2.6
"1728","9941",102,4.98
"1729","9942",102,4
"1730","9943",102,4
"1731","9944",102,0.4
"1732","9945",102,3.8
"1733","9946",102,2.5
"1734","9955",102,0
"1735","9958",102,0.8
"1736","1101",103,2.49
"1737","1102",103,2.2
"1738","1103",103,0.3
"1739","1104",103,1
"1740","1108",103,0.6
"1741","1109",103,0.2
"1742","1110",103,0.2
"1743","1201",103,0
"1744","1203",103,1
"1745","1210",103,1
"1746","1213",103,0
"1747","1215",103,1
"1748","1216",103,1.4
"1749","1217",103,0
"1750","1218",103,0
"1751","1219",103,0.18
"1752","1220",103,0.3
"1753","1225",103,0.25
"1754","1227",103,1.6
"1755","1229",103,1.4
"1756","1231",103,0.9
"1757","1232",103,5
"1758","1233",103,2.08
"1759","1234",103,1.2
"1760","1235",103,0
"1761","1236",103,1.3
"1762","1256",103,5.5
"1763","1262",103,2.5
"1764","1301",103,1.7
"1765","1303",103,2.3
"1766","1304",103,0.4
"1767","1305",103,0.2
"1768","1307",103,1.6
"1769","1308",103,0.3
"1770","1309",103,0
"1771","1310",103,0
"1772","1312",103,0.3
"1773","1312A",103,0.9
"1774","1313",103,0.2
"1775","1314",103,0
"1776","1315",103,1.1
"1777","1316",103,0
"1778","1319",103,0.74
"1779","1321",103,0
"1780","1323",103,1.8
"1781","1324",103,0.3
"1782","1325",103,0.45
"1783","1326",103,1.2
"1784","1337",103,0.044
"1785","1338",103,3.7
"1786","1339",103,2
"1787","1340",103,2
"1788","1402",103,1.2
"1789","1409",103,0.42
"1790","1410",103,1.2
"1791","1413",103,0
"1792","1414",103,0.3
"1793","1416",103,0.3
"1794","1417",103,0
"1795","1418",103,0
"1796","1419",103,0.31280296
"1797","1423",103,0
"1798","1432",103,0
"1799","1434",103,1.4
"1800","1435",103,0
"1801","1436",103,1.5
"1802","1437",103,0
"1803","1438",103,0
"1804","1439",103,0.5
"1805","1440",103,0.17
"1806","1441",103,0
"1807","1442",103,2
"1808","1443",103,0
"1809","1444",103,0.5
"1810","1445",103,0.3
"1811","1446",103,0.3
"1812","1447",103,0
"1813","1449",103,0
"1814","1451",103,1.8
"1815","1452",103,1
"1816","1453",103,0
"1817","1454",103,0.4
"1818","1455",103,0.2
"1819","1456",103,0
"1820","1457",103,0.3
"1821","1459",103,0.55
"1822","1460",103,0.7
"1823","1463",103,0.5314
"1824","1464",103,1
"1825","1465",103,0.95
"1826","1466",103,0.5
"1827","1467",103,0.5
"1828","1468",103,0
"1829","1469",103,0
"1830","1470",103,0.6
"1831","1471",103,0
"1832","1472",103,0
"1833","1473",103,1.6
"1834","1474",103,0.3
"1835","1475",103,0
"1836","1476",103,8
"1837","1477",103,7.7
"1838","1503",103,1.5
"1839","1504",103,1.1
"1840","1506",103,0
"1841","1507",103,3
"1842","1512",103,0
"1843","1513",103,1.2
"1844","1514",103,0.45
"1845","1515",103,0
"1846","1516",103,0
"1847","1517",103,0.5
"1848","1519",103,0.6
"1849","1521",103,4.3
"1850","1522",103,1
"1851","1524",103,0
"1852","1525",103,1.4
"1853","1526",103,0
"1854","1527",103,3
"1855","1528",103,0.12245
"1856","1529",103,0
"1857","1530",103,2.2
"1858","1531",103,0.8
"1859","1532",103,1.2
"1860","1533",103,0.5
"1861","1535",103,4.5
"1862","1536",103,2.1
"1863","1537",103,6.5
"1864","1538",103,0
"1865","1539",103,0.89
"1866","1540",103,1.5
"1867","1541",103,1.71228449
"1868","1558",103,9
"1869","1560",103,4.1
"1870","1568",103,0.5
"1871","1582",103,4.5
"1872","1583",103,3.5
"1873","1589",103,6.36
"1874","1590",103,4.8
"1875","1592",103,1
"1876","1598",103,2
"1877","1603",103,0
"1878","1604",103,1
"1879","1605",103,0
"1880","1608",103,0
"1881","1609",103,0
"1882","1611",103,0
"1883","1612",103,0.6
"1884","1614",103,0.75715867
"1885","1615",103,0.3
"1886","1616",103,0
"1887","1617",103,0.3
"1888","1618",103,0.2
"1889","1626",103,0
"1890","1701",103,0.6
"1891","1702",103,2.1
"1892","1704",103,0
"1893","1707",103,5.3
"1894","1708",103,1.5
"1895","1709",103,0.6
"1896","1710",103,1
"1897","1711",103,0.5
"1898","1712",103,0.9
"1899","1713",103,0.55
"1900","1714",103,0
"1901","1717",103,1.8
"1902","1718",103,0
"1903","1720",103,0.5
"1904","1721",103,0
"1905","1722",103,2.2
"1906","1723",103,8.3
"1907","1724",103,0.2
"1908","1725",103,0.625
"1909","1726",103,3.8
"1910","1727",103,0.5
"1911","1730",103,1.7
"1912","1731",103,0.6
"1913","1732",103,0
"1914","1733",103,2.5
"1915","1734",103,0.8
"1916","1735",103,0.6
"1917","1736",103,1.5
"1918","1737",103,0.92
"1919","1760",103,0.15
"1920","1762",103,0.5
"1921","1773",103,2.6
"1922","1776",103,1.2
"1923","1783",103,0
"1924","1786",103,0
"1925","1789",103,0.2
"1926","1802",103,0
"1927","1805",103,0
"1928","1806",103,0
"1929","1808",103,3.5
"1930","1809",103,0.2
"1931","1810",103,0.3
"1932","1817",103,1.8
"1933","1902",103,0
"1934","1903",103,0
"1935","1904",103,0.35
"1936","1905",103,0.1
"1937","1906",103,0
"1938","1907",103,0.4
"1939","1909",103,0.9
"1940","2002",103,1
"1941","2002A",103,1.4
"1942","2006",103,1.3
"1943","2007",103,0
"1944","2008",103,0
"1945","2009",103,0.4
"1946","2010",103,0.5
"1947","2012",103,0.5
"1948","2013",103,0.8
"1949","2014",103,0
"1950","2015",103,2.5
"1951","2017",103,0
"1952","2020",103,0.8
"1953","2022",103,0
"1954","2023",103,0.2
"1955","2024",103,0.8
"1956","2025",103,0
"1957","2027",103,0.6
"1958","2028",103,0
"1959","2029",103,1.15
"1960","2030",103,0.5
"1961","2031",103,1
"1962","2032",103,0.25
"1963","2033",103,0
"1964","2034",103,2
"1965","2038",103,0
"1966","2049",103,3.2
"1967","2059",103,9
"1968","2062",103,2.68
"1969","2069",103,0.8
"1970","2101",103,0
"1971","2102",103,0.15
"1972","2103",103,1.52
"1973","2104",103,2.4
"1974","2105",103,3
"1975","2106",103,2.25
"1976","2107",103,2.8
"1977","2108",103,0.25
"1978","2109",103,1.2
"1979","2114",103,5
"1980","2115",103,2.2
"1981","2201",103,0.7
"1982","2204",103,1.15
"1983","2206",103,0
"1984","2207",103,10.5
"1985","2208",103,0.5
"1986","2227",103,30
"1987","2228",103,3.5
"1988","2231",103,6
"1989","2236",103,1.5
"1990","2301",103,1.97
"1991","2302",103,0.34097
"1992","2303",103,0.55
"1993","2305",103,0
"1994","2308",103,6.7
"1995","2311",103,2
"1996","2312",103,0
"1997","2313",103,0.6
"1998","2314",103,0
"1999","2316",103,1.5
"2000","2317",103,3.8
"2001","2321",103,0
"2002","2323",103,0
"2003","2324",103,1
"2004","2325",103,3
"2005","2327",103,1.32
"2006","2328",103,0.28
"2007","2329",103,0
"2008","2330",103,4.5
"2009","2331",103,5
"2010","2332",103,0
"2011","2337",103,0
"2012","2338",103,0.23
"2013","2340",103,0.75
"2014","2342",103,0
"2015","2344",103,0
"2016","2345",103,1.076835
"2017","2347",103,3.3
"2018","2348",103,0.5
"2019","2349",103,0
"2020","2351",103,2.2
"2021","2352",103,0.6
"2022","2353",103,0
"2023","2354",103,2.5
"2024","2355",103,2.2
"2025","2356",103,1.75
"2026","2357",103,17
"2027","2358",103,0
"2028","2359",103,1
"2029","2360",103,2.6
"2030","2362",103,2.5
"2031","2363",103,0
"2032","2364",103,0
"2033","2365",103,0.37000001
"2034","2367",103,0.7
"2035","2368",103,0
"2036","2369",103,0.5261
"2037","2371",103,0
"2038","2373",103,2.8
"2039","2374",103,0
"2040","2375",103,1.14
"2041","2376",103,2.7
"2042","2377",103,3
"2043","2379",103,6
"2044","2380",103,0
"2045","2382",103,4
"2046","2383",103,2.5
"2047","2385",103,4.65
"2048","2387",103,0.15
"2049","2388",103,0
"2050","2390",103,0
"2051","2392",103,2
"2052","2393",103,4
"2053","2395",103,6
"2054","2397",103,2.58
"2055","2399",103,0
"2056","2401",103,0.6
"2057","2402",103,2
"2058","2404",103,2.5
"2059","2405",103,0
"2060","2406",103,0
"2061","2408",103,2
"2062","2409",103,0.5
"2063","2412",103,4.8564
"2064","2413",103,0
"2065","2414",103,1.2
"2066","2415",103,1
"2067","2417",103,0
"2068","2419",103,0.517628
"2069","2420",103,3.5
"2070","2421",103,1.2
"2071","2423",103,0.5
"2072","2424",103,0
"2073","2425",103,0.36
"2074","2426",103,0.9
"2075","2427",103,0.11
"2076","2428",103,2.1
"2077","2429",103,0
"2078","2430",103,0.4
"2079","2431",103,0.18
"2080","2433",103,3.2
"2081","2434",103,0
"2082","2436",103,0.9
"2083","2438",103,0
"2084","2439",103,4.8
"2085","2440",103,0
"2086","2441",103,2.8
"2087","2442",103,0.03
"2088","2443",103,0
"2089","2444",103,0.5
"2090","2448",103,0.829228
"2091","2449",103,1.5
"2092","2450",103,1.5
"2093","2451",103,7.8
"2094","2453",103,0.6
"2095","2454",103,22
"2096","2455",103,2
"2097","2456",103,2.5
"2098","2457",103,0.47917832
"2099","2458",103,3.03
"2100","2459",103,2.5
"2101","2460",103,0.2
"2102","2461",103,0.35
"2103","2462",103,0.5
"2104","2464",103,1.1
"2105","2465",103,0
"2106","2466",103,0
"2107","2467",103,1.3
"2108","2468",103,0.5
"2109","2471",103,1.14920431
"2110","2472",103,1.8
"2111","2474",103,6
"2112","2475",103,0
"2113","2476",103,1.5
"2114","2477",103,1
"2115","2478",103,0.4
"2116","2480",103,2
"2117","2481",103,0
"2118","2482",103,0
"2119","2483",103,0.7
"2120","2484",103,1
"2121","2485",103,1.5
"2122","2486",103,0.75
"2123","2488",103,1.6
"2124","2489",103,0.90000001
"2125","2491",103,0
"2126","2492",103,0.3
"2127","2493",103,2.8
"2128","2495",103,0.6
"2129","2496",103,0
"2130","2497",103,3
"2131","2498",103,0.38
"2132","2499",103,1.01018791
"2133","2501",103,1
"2134","2504",103,0.4
"2135","2505",103,0.1
"2136","2506",103,0.4
"2137","2509",103,1.2
"2138","2511",103,0.8
"2139","2514",103,0.3
"2140","2515",103,0.173
"2141","2516",103,0.3
"2142","2520",103,2
"2143","2524",103,0.8
"2144","2527",103,1.5
"2145","2528",103,0.2
"2146","2530",103,0
"2147","2534",103,0
"2148","2535",103,1.5
"2149","2536",103,2
"2150","2537",103,0.2
"2151","2538",103,1
"2152","2539",103,1
"2153","2540",103,0
"2154","2542",103,4
"2155","2543",103,0
"2156","2545",103,4
"2157","2546",103,1.5
"2158","2547",103,0
"2159","2548",103,4.5
"2160","2597",103,7.5
"2161","2601",103,0.25
"2162","2603",103,0.1
"2163","2605",103,1
"2164","2606",103,2.2
"2165","2607",103,0.35
"2166","2608",103,1.5
"2167","2609",103,0
"2168","2610",103,0
"2169","2611",103,0.2
"2170","2612",103,1.3
"2171","2613",103,0.18
"2172","2614",103,0
"2173","2615",103,2
"2174","2616",103,1.5
"2175","2617",103,0.65
"2176","2618",103,0
"2177","2630",103,1
"2178","2633",103,0
"2179","2634",103,0.92
"2180","2636",103,1.456
"2181","2637",103,0
"2182","2642",103,1.1
"2183","2701",103,0.16
"2184","2702",103,0.15
"2185","2704",103,0.7
"2186","2705",103,0.17446274
"2187","2706",103,0.18
"2188","2707",103,9.509
"2189","2712",103,1
"2190","2722",103,0.5
"2191","2723",103,1.2
"2192","2727",103,8.0931604
"2193","2731",103,4.2
"2194","2739",103,1.605
"2195","2801",103,0.2
"2196","2809",103,1.5
"2197","2812",103,0.25
"2198","2816",103,1.165
"2199","2820",103,0.72
"2200","2823",103,0.4
"2201","2832",103,0.9
"2202","2834",103,0
"2203","2836",103,0.03
"2204","2838",103,0.26
"2205","2841",103,0.2
"2206","2845",103,0.4
"2207","2849",103,0.6
"2208","2850",103,1.068
"2209","2851",103,1.2
"2210","2852",103,0.38
"2211","2855",103,0.81
"2212","2856",103,0.46
"2213","2867",103,0.3
"2214","2880",103,0.62
"2215","2881",103,3
"2216","2882",103,2
"2217","2883",103,0.6
"2218","2884",103,0.4346757
"2219","2885",103,0.636
"2220","2886",103,1.4
"2221","2887",103,0.0508463
"2222","2888",103,0.1
"2223","2889",103,0.29
"2224","2890",103,0.5
"2225","2891",103,0.81
"2226","2892",103,0.7
"2227","2897",103,0.4
"2228","2901",103,0.436751
"2229","2903",103,1
"2230","2904",103,2
"2231","2905",103,0.6
"2232","2906",103,0.9
"2233","2908",103,1.15
"2234","2910",103,0.7
"2235","2911",103,0
"2236","2912",103,7
"2237","2913",103,0.66
"2238","2915",103,6
"2239","2923",103,0.22
"2240","2929",103,6.5
"2241","3002",103,0.8
"2242","3003",103,1
"2243","3004",103,0
"2244","3005",103,1.3
"2245","3006",103,2
"2246","3008",103,51
"2247","3010",103,3.3
"2248","3011",103,0
"2249","3013",103,0
"2250","3014",103,2
"2251","3015",103,0.1
"2252","3016",103,0.1
"2253","3017",103,1
"2254","3018",103,0.5
"2255","3019",103,0
"2256","3021",103,0.7
"2257","3022",103,2.5
"2258","3023",103,2.8
"2259","3024",103,0
"2260","3025",103,0.15
"2261","3026",103,3.3
"2262","3027",103,0.2
"2263","3028",103,1.54
"2264","3029",103,0.5
"2265","3030",103,4.3
"2266","3031",103,0.5
"2267","3032",103,2
"2268","3033",103,1.948334
"2269","3034",103,10
"2270","3035",103,1.5
"2271","3036",103,3
"2272","3037",103,0.29
"2273","3038",103,0
"2274","3040",103,3
"2275","3041",103,0.79
"2276","3042",103,2.5
"2277","3043",103,0
"2278","3044",103,2.75
"2279","3045",103,5.6
"2280","3046",103,0
"2281","3047",103,0.6
"2282","3048",103,1
"2283","3049",103,0
"2284","3050",103,0
"2285","3051",103,0
"2286","3052",103,0.4
"2287","3054",103,0.125
"2288","3055",103,1.2
"2289","3056",103,0.5
"2290","3057",103,2
"2291","3058",103,0.5
"2292","3059",103,0.5
"2293","3060",103,2.2
"2294","3062",103,0.7
"2295","3090",103,1.5
"2296","3094",103,0.75
"2297","3130",103,7
"2298","3149",103,0
"2299","3164",103,0
"2300","3167",103,1.5
"2301","3189",103,4
"2302","3209",103,1.3
"2303","3229",103,0
"2304","3231",103,1.2
"2305","3257",103,2.75
"2306","3266",103,1
"2307","3296",103,0.3
"2308","3305",103,2
"2309","3308",103,0
"2310","3311",103,0
"2311","3312",103,0
"2312","3321",103,1.2
"2313","3338",103,1.99884757
"2314","3346",103,0.3
"2315","3356",103,5.4
"2316","3376",103,2.2
"2317","3380",103,1.2
"2318","3383",103,0
"2319","3406",103,0
"2320","3413",103,1
"2321","3416",103,4
"2322","3419",103,0
"2323","3432",103,0.5
"2324","3437",103,1.5
"2325","3443",103,3
"2326","3450",103,4.5
"2327","3454",103,4
"2328","3481",103,0.7
"2329","3494",103,0.29
"2330","3501",103,2.6
"2331","3504",103,1.48
"2332","3514",103,0
"2333","3515",103,4
"2334","3518",103,0
"2335","3519",103,0
"2336","3528",103,2.20000004
"2337","3532",103,1
"2338","3533",103,5.5
"2339","3535",103,0
"2340","3536",103,0
"2341","3545",103,0.3122576
"2342","3550",103,1
"2343","3557",103,0
"2344","3561",103,0.1
"2345","3576",103,0.2
"2346","3579",103,0
"2347","3583",103,1.5
"2348","3588",103,2
"2349","3591",103,0
"2350","3593",103,0
"2351","3596",103,2.2
"2352","3598",103,4.5
"2353","3605",103,1.2
"2354","3607",103,4.2
"2355","3617",103,4.25
"2356","3622",103,0
"2357","3645",103,1.5
"2358","3653",103,3.8
"2359","3661",103,0.6282
"2360","3665",103,5
"2361","3669",103,0.4
