"","公司代號","year","股東配發s盈餘分配之現金股利元股"
"3506","9910",104,5
"3507","9911",104,1.3
"3508","9912",104,0
"3509","9914",104,5.5
"3510","9917",104,4
"3511","9918",104,1.2
"3512","9919",104,0.3
"3513","9921",104,6.2
"3514","9924",104,2.8
"3515","9925",104,2
"3516","9926",104,1.3
"3517","9927",104,2
"3518","9928",104,0
"3519","9929",104,0
"3520","9930",104,3.5
"3521","9931",104,1
"3522","9933",104,2.4
"3523","9934",104,1.2
"3524","9935",104,0
"3525","9937",104,1.4
"3526","9938",104,2
"3527","9939",104,2
"3528","9940",104,0.7
"3529","9941",104,4.74
"3530","9942",104,4
"3531","9943",104,4
"3532","9944",104,0.3
"3533","9945",104,0
"3534","9946",104,1
"3535","9955",104,0
"3536","9958",104,0.4
"3537","1101",105,1.45
"3538","1102",105,0.9
"3539","1103",105,0.1
"3540","1104",105,1.2
"3541","1108",105,0.6
"3542","1109",105,0.1
"3543","1110",105,0.1
"3544","1201",105,0
"3545","1203",105,1
"3546","1210",105,1.5
"3547","1213",105,0
"3548","1215",105,3
"3549","1216",105,2.1
"3550","1217",105,0
"3551","1218",105,0
"3552","1219",105,0.3
"3553","1220",105,0.65
"3554","1225",105,1.25
"3555","1227",105,1.6
"3556","1229",105,1.6
"3557","1231",105,1.75
"3558","1232",105,5
"3559","1233",105,1.5
"3560","1234",105,2
"3561","1235",105,0
"3562","1236",105,0.3
"3563","1256",105,4.2
"3564","1262",105,0.12
"3565","1301",105,4.6
"3566","1303",105,4.5
"3567","1304",105,0.5
"3568","1305",105,1.7
"3569","1307",105,2.2
"3570","1308",105,0.6
"3571","1309",105,0
"3572","1310",105,2.2
"3573","1312",105,1
"3574","1312A",105,1.6
"3575","1313",105,0.6
"3576","1314",105,0
"3577","1315",105,1.1
"3578","1316",105,0
"3579","1319",105,2.12
"3580","1321",105,0
"3581","1323",105,1.8
"3582","1324",105,0.4
"3583","1325",105,0.8
"3584","1326",105,5.6
"3585","1337",105,0.00705851
"3586","1338",105,4
"3587","1339",105,2
"3588","1340",105,1.2
"3589","1402",105,0.8
"3590","1409",105,0.25
"3591","1410",105,1.45
"3592","1413",105,0
"3593","1414",105,0.2
"3594","1416",105,3
"3595","1417",105,0
"3596","1418",105,0
"3597","1419",105,0.456193
"3598","1423",105,0
"3599","1432",105,0
"3600","1434",105,1.5
"3601","1435",105,0
"3602","1436",105,1
"3603","1437",105,0.25
"3604","1438",105,0
"3605","1439",105,0.5
"3606","1440",105,0.32
"3607","1441",105,0
"3608","1442",105,1
"3609","1443",105,0
"3610","1444",105,0
"3611","1445",105,0.3
"3612","1446",105,0.1
"3613","1447",105,0
"3614","1449",105,0
"3615","1451",105,1.5
"3616","1452",105,1.2
"3617","1453",105,0
"3618","1454",105,0.3
"3619","1455",105,0.3
"3620","1456",105,0
"3621","1457",105,0.5
"3622","1459",105,0
"3623","1460",105,0.4
"3624","1463",105,3.3
"3625","1464",105,0.5
"3626","1465",105,0.65
"3627","1466",105,0
"3628","1467",105,0
"3629","1468",105,0
"3630","1469",105,0
"3631","1470",105,0.55
"3632","1471",105,0
"3633","1472",105,0
"3634","1473",105,1.2
"3635","1474",105,0.6
"3636","1475",105,0
"3637","1476",105,10.5
"3638","1477",105,6.72
"3639","1503",105,1.2
"3640","1504",105,0.88
"3641","1506",105,0
"3642","1507",105,2.4
"3643","1512",105,0
"3644","1513",105,1
"3645","1514",105,0.5
"3646","1515",105,0.5
"3647","1516",105,0.37080407
"3648","1517",105,0.2
"3649","1519",105,0.8
"3650","1521",105,5.2
"3651","1522",105,2
"3652","1524",105,0.5
"3653","1525",105,2.3
"3654","1526",105,0.8
"3655","1527",105,4.1
"3656","1528",105,0.2
"3657","1529",105,0
"3658","1530",105,0.7
"3659","1531",105,0.6
"3660","1532",105,1.7
"3661","1533",105,0.2
"3662","1535",105,1.8
"3663","1536",105,3.5
"3664","1537",105,9
"3665","1538",105,0
"3666","1539",105,1.2
"3667","1540",105,0.94
"3668","1541",105,3.3
"3669","1558",105,9.5
"3670","1560",105,3
"3671","1568",105,1.2
"3672","1582",105,5.64
"3673","1583",105,1
"3674","1589",105,3.25
"3675","1590",105,5.5003274
"3676","1592",105,2.2
"3677","1598",105,2.1
"3678","1603",105,0.5
"3679","1604",105,1.4
"3680","1605",105,0.7
"3681","1608",105,0
"3682","1609",105,0
"3683","1611",105,0
"3684","1612",105,0.28
"3685","1614",105,1.05359506
"3686","1615",105,0.75
"3687","1616",105,0
"3688","1617",105,0.24746153
"3689","1618",105,0
"3690","1626",105,1
"3691","1701",105,0.6
"3692","1702",105,2.8
"3693","1704",105,3
"3694","1707",105,6.4
"3695","1708",105,0.5
"3696","1709",105,1.6
"3697","1710",105,0
"3698","1711",105,0.5
"3699","1712",105,1
"3700","1713",105,0.58
"3701","1714",105,0
"3702","1717",105,1.5
"3703","1718",105,0
"3704","1720",105,1
"3705","1721",105,0.7
"3706","1722",105,2.1
"3707","1723",105,4.5
"3708","1724",105,1
"3709","1725",105,0.8
"3710","1726",105,4
"3711","1727",105,0.6
"3712","1730",105,2.2
"3713","1731",105,0.55
"3714","1732",105,0
"3715","1733",105,0.32
"3716","1734",105,0.1
"3717","1735",105,0.5
"3718","1736",105,1.15
"3719","1737",105,1.5
"3720","1760",105,0.9
"3721","1762",105,0.5
"3722","1773",105,4
"3723","1776",105,1.5
"3724","1783",105,0
"3725","1786",105,0
"3726","1789",105,0.3
"3727","1802",105,0
"3728","1805",105,0
"3729","1806",105,0
"3730","1808",105,3.8
"3731","1809",105,0.3
"3732","1810",105,0
"3733","1817",105,2.2
"3734","1902",105,0
"3735","1903",105,0
"3736","1904",105,0.5
"3737","1905",105,0.35
"3738","1906",105,1.5
"3739","1907",105,0
"3740","1909",105,1.5
"3741","2002",105,0.85
"3742","2002A",105,1.4
"3743","2006",105,1.3
"3744","2007",105,0
"3745","2008",105,0
"3746","2009",105,0
"3747","2010",105,0.7
"3748","2012",105,0.75
"3749","2013",105,0.26
"3750","2014",105,0
"3751","2015",105,3
"3752","2017",105,0
"3753","2020",105,0.8
"3754","2022",105,0
"3755","2023",105,0.4
"3756","2024",105,0.6
"3757","2025",105,0
"3758","2027",105,0.5
"3759","2028",105,0
"3760","2029",105,2.45
"3761","2030",105,0.0627
"3762","2031",105,1
"3763","2032",105,0.4
"3764","2033",105,0
"3765","2034",105,1.8
"3766","2038",105,0
"3767","2049",105,1.6
"3768","2059",105,8.25
"3769","2062",105,1
"3770","2069",105,1.65
"3771","2101",105,1.1
"3772","2102",105,0.1
"3773","2103",105,1
"3774","2104",105,1.5
"3775","2105",105,3
"3776","2106",105,2
"3777","2107",105,0.55
"3778","2108",105,1
"3779","2109",105,0
"3780","2114",105,5
"3781","2115",105,1
"3782","2201",105,0.5
"3783","2204",105,1.6
"3784","2206",105,1
"3785","2207",105,12
"3786","2208",105,0
"3787","2227",105,22
"3788","2228",105,1
"3789","2231",105,8.5
"3790","2236",105,2
"3791","2239",105,4.5
"3792","2243",105,1
"3793","2301",105,2.92
"3794","2302",105,0
"3795","2303",105,0.5
"3796","2305",105,0
"3797","2308",105,5
"3798","2311",105,1.4
"3799","2312",105,0.3
"3800","2313",105,0.6
"3801","2314",105,0.12
"3802","2316",105,0
"3803","2317",105,4.5
"3804","2321",105,0
"3805","2323",105,0
"3806","2324",105,1
"3807","2325",105,1.75
"3808","2327",105,2.55
"3809","2328",105,0.7
"3810","2329",105,0
"3811","2330",105,7
"3812","2331",105,0
"3813","2332",105,0
"3814","2337",105,0
"3815","2338",105,0
"3816","2340",105,1.2
"3817","2342",105,0
"3818","2344",105,0.6
"3819","2345",105,3.102
"3820","2347",105,1
"3821","2348",105,0
"3822","2349",105,0
"3823","2351",105,2.5
"3824","2352",105,1.32
"3825","2353",105,0
"3826","2354",105,3.8
"3827","2355",105,3.2
"3828","2356",105,1.45
"3829","2357",105,17
"3830","2358",105,0
"3831","2359",105,1
"3832","2360",105,3.3
"3833","2362",105,0.7
"3834","2363",105,0
"3835","2364",105,0
"3836","2365",105,0
"3837","2367",105,0
"3838","2368",105,0
"3839","2369",105,0.5
"3840","2371",105,0
"3841","2373",105,3.25
"3842","2374",105,0.9
"3843","2375",105,0
"3844","2376",105,1.6
"3845","2377",105,3.5
"3846","2379",105,4
"3847","2380",105,0
"3848","2382",105,3.5
"3849","2383",105,4.7
"3850","2385",105,4.25
"3851","2387",105,0.4
"3852","2388",105,0
"3853","2390",105,0.06
"3854","2392",105,1.5
"3855","2393",105,3
"3856","2395",105,6.3
"3857","2397",105,3.5
"3858","2399",105,0
"3859","2401",105,0.1498
"3860","2402",105,0
"3861","2404",105,6
"3862","2405",105,0
"3863","2406",105,0
"3864","2408",105,1.5
"3865","2409",105,0.56
"3866","2412",105,4.9419
"3867","2413",105,0
"3868","2414",105,1.3
"3869","2415",105,0.9
"3870","2417",105,0
"3871","2419",105,1.65
"3872","2420",105,3
"3873","2421",105,2
"3874","2423",105,1.2
"3875","2424",105,0
"3876","2425",105,0.15
"3877","2426",105,0.73
"3878","2427",105,0.2
"3879","2428",105,3.3
"3880","2429",105,0
"3881","2430",105,2
"3882","2431",105,0.77
"3883","2433",105,2.7
"3884","2434",105,0
"3885","2436",105,0.5
"3886","2438",105,0
"3887","2439",105,9.5
"3888","2440",105,0
"3889","2441",105,2.75
"3890","2442",105,0.01
"3891","2443",105,0
"3892","2444",105,0.5
"3893","2448",105,0
"3894","2449",105,1.4
"3895","2450",105,4
"3896","2451",105,5.75
"3897","2453",105,0.5
"3898","2454",105,8
"3899","2455",105,2.53079561
"3900","2456",105,2.5
"3901","2457",105,0
"3902","2458",105,0.998
"3903","2459",105,2.6
"3904","2460",105,0
"3905","2461",105,0.815
"3906","2462",105,0.6
"3907","2464",105,1.8
"3908","2465",105,0
"3909","2466",105,0
"3910","2467",105,0
"3911","2468",105,0.5
"3912","2471",105,1.34011591
"3913","2472",105,2.4
"3914","2474",105,10
"3915","2475",105,0
"3916","2476",105,1.32
"3917","2477",105,0
"3918","2478",105,0.35
"3919","2480",105,1.94
"3920","2481",105,0.6
"3921","2482",105,0.32
"3922","2483",105,0.7
"3923","2484",105,1.2
"3924","2485",105,1.4
"3925","2486",105,0
"3926","2488",105,3.5
"3927","2489",105,1.7
"3928","2491",105,0
"3929","2492",105,1.2007722
"3930","2493",105,2.3
"3931","2495",105,0.9
"3932","2496",105,0.07446047
"3933","2497",105,0.5
"3934","2498",105,0
"3935","2499",105,0
"3936","2501",105,1.5
"3937","2504",105,0
"3938","2505",105,0
"3939","2506",105,0.1
"3940","2509",105,1.2
"3941","2511",105,1
"3942","2514",105,0.2
"3943","2515",105,0.194
"3944","2516",105,0.25
"3945","2520",105,1.1
"3946","2524",105,0
"3947","2527",105,0.8
"3948","2528",105,0
"3949","2530",105,0.8
"3950","2534",105,1
"3951","2535",105,1.6481
"3952","2536",105,2.1
"3953","2537",105,0.4
"3954","2538",105,0.9
"3955","2539",105,1.6
"3956","2540",105,0
"3957","2542",105,4.873
"3958","2543",105,0.3
"3959","2545",105,4.5
"3960","2546",105,1.5
"3961","2547",105,0
"3962","2548",105,5
"3963","2597",105,4
"3964","2601",105,0
"3965","2603",105,0
"3966","2605",105,0.7
"3967","2606",105,0
"3968","2607",105,0.35
"3969","2608",105,1.5
"3970","2609",105,0
"3971","2610",105,0
"3972","2611",105,0
"3973","2612",105,0.5
"3974","2613",105,0.07
"3975","2614",105,0
"3976","2615",105,0.4
"3977","2616",105,2.08747633
"3978","2617",105,0
"3979","2618",105,0.2
"3980","2630",105,1.55
"3981","2633",105,0.6
"3982","2634",105,1
"3983","2636",105,0.8
"3984","2637",105,0
"3985","2642",105,0.45
"3986","2701",105,0.25
"3987","2702",105,0.15
"3988","2704",105,0.7
"3989","2705",105,0
"3990","2706",105,0.2
"3991","2707",105,7.389
"3992","2712",105,0.5
"3993","2722",105,0.5
"3994","2723",105,5
"3995","2727",105,3.003933
"3996","2731",105,4
"3997","2739",105,2.2
"3998","2748",105,2.5
"3999","2801",105,0.42
"4000","2809",105,1.5
"4001","2812",105,0.55
"4002","2816",105,0
"4003","2820",105,0.84
"4004","2823",105,0.8
"4005","2832",105,0.9
"4006","2834",105,0.102
"4007","2836",105,0.386
"4008","2838",105,0.45
"4009","2841",105,0
"4010","2845",105,0.42
"4011","2849",105,0.6
"4012","2850",105,1.51
"4013","2851",105,0.5
"4014","2852",105,0.65
"4015","2855",105,0
"4016","2856",105,0.085
"4017","2867",105,0
"4018","2880",105,0.7
"4019","2881",105,2
"4020","2881A",105,1.70721311
"4021","2882",105,2
"4022","2882A",105,0.14950819
"4023","2883",105,0.5
"4024","2884",105,0.49080461
"4025","2885",105,0.44777
"4026","2886",105,1.42
"4027","2887",105,0.52525619
"4028","2887E",105,0.02595628
"4029","2888",105,0.2
"4030","2889",105,0.55
"4031","2890",105,0.344
"4032","2891",105,0.85
"4033","2892",105,1.2
"4034","2897",105,0.45
"4035","2901",105,0.3812846
"4036","2903",105,0.7
"4037","2904",105,1.35
"4038","2905",105,0.7
"4039","2906",105,0.35
"4040","2908",105,1.03
"4041","2910",105,0.5
"4042","2911",105,0
"4043","2912",105,8
"4044","2913",105,0.5
"4045","2915",105,0
"4046","2923",105,0.36
"4047","2929",105,3.23
"4048","2936",105,4
"4049","2939",105,10.7
"4050","3002",105,0.5
"4051","3003",105,1.05
"4052","3004",105,1.5
"4053","3005",105,3
"4054","3006",105,0.805
"4055","3008",105,63.5
"4056","3010",105,2.6
"4057","3011",105,0
"4058","3013",105,0.5
"4059","3014",105,2.3
"4060","3015",105,1
"4061","3016",105,0
"4062","3017",105,0.8
"4063","3018",105,0
"4064","3019",105,1
"4065","3021",105,0.7
"4066","3022",105,3
"4067","3023",105,3.5
"4068","3024",105,0
"4069","3025",105,0.27
"4070","3026",105,2
"4071","3027",105,0.01
"4072","3028",105,1.232
"4073","3029",105,1.2
"4074","3030",105,3
"4075","3031",105,0.8
"4076","3032",105,2.2
"4077","3033",105,1.0641739
"4078","3034",105,7
"4079","3035",105,1
"4080","3036",105,2.4
"4081","3037",105,0.3
"4082","3038",105,0.4
"4083","3040",105,5
"4084","3041",105,0
"4085","3042",105,2.8
"4086","3043",105,0
"4087","3044",105,4.25
"4088","3045",105,5.208
"4089","3046",105,0
"4090","3047",105,0.5
"4091","3048",105,0.5
"4092","3049",105,0
"4093","3050",105,0.1
"4094","3051",105,0
"4095","3052",105,0.3
"4096","3054",105,0.11
"4097","3055",105,0.8
"4098","3056",105,2
"4099","3057",105,0
"4100","3058",105,0.35
"4101","3059",105,0.8
"4102","3060",105,1.26
"4103","3062",105,0.8
"4104","3090",105,2.03040081
"4105","3094",105,0.77
"4106","3130",105,10.8
"4107","3149",105,0
"4108","3164",105,0
"4109","3167",105,1.5
"4110","3189",105,3
"4111","3209",105,1.1
"4112","3229",105,0
"4113","3231",105,1.2
"4114","3257",105,0.65
"4115","3266",105,0
"4116","3296",105,1.2
"4117","3305",105,1.5
"4118","3308",105,0
"4119","3311",105,0
"4120","3312",105,0
"4121","3321",105,0
"4122","3338",105,2.20432379
"4123","3346",105,3
"4124","3356",105,0.58
"4125","3376",105,1.5
"4126","3380",105,1.04
"4127","3383",105,0
"4128","3406",105,0
"4129","3413",105,4
"4130","3416",105,3
"4131","3419",105,0.42
"4132","3432",105,0.1
"4133","3437",105,0.35
"4134","3443",105,3.5
"4135","3450",105,6.5
"4136","3454",105,4.75
"4137","3481",105,0.1
"4138","3494",105,0
"4139","3494",105,0
"4140","3501",105,4
"4141","3504",105,0
"4142","3514",105,0
"4143","3515",105,2
"4144","3518",105,0
"4145","3519",105,0
"4146","3528",105,2.4
"4147","3532",105,0.67
"4148","3533",105,4
"4149","3535",105,0
"4150","3536",105,0
"4151","3545",105,0.6407
"4152","3550",105,1.11269244
"4153","3557",105,0
"4154","3561",105,0
"4155","3576",105,0
"4156","3579",105,0
"4157","3583",105,2
"4158","3588",105,1
"4159","3591",105,0
"4160","3593",105,0
"4161","3596",105,3.9
"4162","3605",105,0.6
"4163","3607",105,0
"4164","3617",105,4.75
"4165","3622",105,0
"4166","3645",105,1.2
"4167","3653",105,2
"4168","3661",105,0
"4169","3665",105,7
"4170","3669",105,0.88
"4171","3673",105,0
"4172","3679",105,6
"4173","3682",105,0
"4174","3686",105,0
"4175","3694",105,0
"4176","3698",105,0
"4177","3701",105,0
"4178","3702",105,2.4
"4179","3703",105,0.5
"4180","3704",105,0.2
"4181","3705",105,1.5
"4182","3706",105,2.5
"4183","3708",105,0
"4184","3990",105,0
"4185","3990",105,1
"4186","4104",105,2.5
"4187","4106",105,0.8
"4188","4108",105,0
"4189","4119",105,4.2
"4190","4133",105,0.4
"4191","4137",105,6.5
"4192","4141",105,1.2
"4193","4142",105,0
"4194","4144",105,1
"4195","4148",105,2.15
"4196","4155",105,1.13
"4197","4164",105,1.00458891
"4198","4190",105,3.5
"4199","4306",105,0
"4200","4414",105,0
"4201","4426",105,0.6
"4202","4438",105,6.2
"4203","4526",105,0.5
"4204","4532",105,2.3
"4205","4536",105,6
"4206","4545",105,2.25
"4207","4551",105,4.6
"4208","4552",105,5.4
"4209","4555",105,2
"4210","4557",105,5
"4211","4560",105,1.6
"4212","4562",105,1.5
"4213","4566",105,1
"4214","4720",105,0.6
"4215","4722",105,2.5
"4216","4725",105,0
"4217","4737",105,2.54
"4218","4739",105,2.7
"4219","4746",105,3
"4220","4755",105,1.6
"4221","4763",105,5
"4222","4764",105,2.2
"4223","4807",105,3.375
"4224","4904",105,3.129
"4225","4906",105,1.5
"4226","4912",105,4
"4227","4915",105,2.5
"4228","4916",105,0.6
"4229","4919",105,2.4
"4230","4927",105,0.78
"4231","4930",105,0.3
"4232","4934",105,0
"4233","4935",105,3
"4234","4938",105,5
"4235","4942",105,1.13
"4236","4943",105,1.53596566
"4237","4952",105,3.19
"4238","4956",105,0
"4239","4958",105,2.2
"4240","4960",105,0
"4241","4968",105,1.68
"4242","4976",105,0
"4243","4977",105,4.8
"4244","4984",105,4.5
"4245","4994",105,0
"4246","4999",105,3.1
"4247","5007",105,2.5
"4248","5203",105,1.6
"4249","5215",105,3
"4250","5225",105,1.11
"4251","5234",105,3
"4252","5243",105,1.5
"4253","5258",105,2
"4254","5259",105,0
"4255","5264",105,4
"4256","5269",105,4.5
"4257","5284",105,2.56
"4258","5285",105,1.6
"4259","5288",105,4
"4260","5305",105,1.2
"4261","5388",105,4.2
"4262","5434",105,5
"4263","5469",105,0.6
"4264","5471",105,1.48
"4265","5484",105,0
"4266","5515",105,0.5
"4267","5519",105,0.5
"4268","5521",105,0.2
"4269","5522",105,3.8
"4270","5525",105,0.3
"4271","5531",105,0
"4272","5533",105,0.65
"4273","5534",105,6
"4274","5538",105,2
"4275","5607",105,0
"4276","5608",105,0
"4277","5706",105,1.85
"4278","5871",105,3.4
"4279","5880",105,0.75
"4280","5906",105,0
"4281","5907",105,1
"4282","6005",105,0.37
"4283","6024",105,2.21
"4284","6108",105,2
"4285","6112",105,1.5
"4286","6115",105,4
"4287","6116",105,0.5
"4288","6117",105,0
"4289","6120",105,0.28
"4290","6128",105,2.8
"4291","6131",105,0
"4292","6133",105,0.08891325
"4293","6136",105,1.82
"4294","6139",105,1.5
"4295","6141",105,0
"4296","6142",105,0.56
"4297","6145",105,0
"4298","6152",105,0
"4299","6153",105,0.5
"4300","6155",105,0.85
"4301","6164",105,0.85
"4302","6165",105,0
"4303","6166",105,1.8
"4304","6168",105,0
"4305","6172",105,0
"4306","6176",105,4.5
"4307","6177",105,2
"4308","6183",105,1.22
"4309","6184",105,0
"4310","6189",105,2.23
"4311","6191",105,0.4
"4312","6192",105,2
"4313","6196",105,2.2
"4314","6197",105,1.2
"4315","6201",105,3
"4316","6202",105,3.014
"4317","6205",105,2
"4318","6206",105,5
"4319","6209",105,0.5
"4320","6213",105,2.5
"4321","6214",105,3.5
"4322","6215",105,0.5
"4323","6216",105,2.68735042
"4324","6224",105,4.55
"4325","6225",105,0
"4326","6226",105,0.1
"4327","6230",105,7.5
"4328","6235",105,2
"4329","6239",105,3.28
"4330","6243",105,0
"4331","6251",105,0
"4332","6257",105,1.65
"4333","6269",105,2.5
"4334","6271",105,6
"4335","6277",105,5.8
"4336","6278",105,1
"4337","6281",105,4.3
"4338","6282",105,0.9
"4339","6283",105,0.13
"4340","6285",105,3.7
"4341","6289",105,0
"4342","6405",105,0.2
"4343","6409",105,15
"4344","6412",105,2.75
"4345","6414",105,10
"4346","6415",105,5
"4347","6422",105,4.35
"4348","6431",105,0
"4349","6442",105,3.3
"4350","6443",105,0
"4351","6449",105,1.8
"4352","6451",105,5.4
"4353","6452",105,8
"4354","6456",105,4
"4355","6464",105,2
"4356","6477",105,0
"4357","6504",105,4.8
"4358","6505",105,6
"4359","6525",105,3.8
"4360","6531",105,2
"4361","6533",105,0
"4362","6541",105,0
"4363","6552",105,0.75
"4364","6573",105,1
"4365","6579",105,4.75
"4366","6581",105,3.4
"4367","6582",105,4
"4368","6591",105,1.70471464
"4369","6605",105,3
"4370","6625",105,0.13
"4371","8011",105,0.6
"4372","8016",105,6
"4373","8021",105,0.9114
"4374","8033",105,0
"4375","8039",105,2
"4376","8046",105,0
"4377","8070",105,10
"4378","8072",105,0.5
"4379","8081",105,5
"4380","8101",105,0
"4381","8103",105,1.8
"4382","8105",105,0.2
"4383","8110",105,0.25
"4384","8112",105,2.028518
"4385","8114",105,8
"4386","8131",105,2
"4387","8150",105,0.3
"4388","8163",105,1.506
"4389","8201",105,0
"4390","8210",105,3
"4391","8213",105,1.5
"4392","8215",105,0
"4393","8222",105,0.8
"4394","8249",105,1.6
"4395","8261",105,0.7
"4396","8271",105,2.4
"4397","8341",105,4.5
"4398","8374",105,0.1
"4399","8404",105,0.2
"4400","8411",105,0.35
"4401","8422",105,11.5
"4402","8427",105,4
"4403","8429",105,0.7
"4404","8442",105,2.2
"4405","8443",105,0.3
"4406","8454",105,7.1586
"4407","8463",105,1.1
"4408","8464",105,10
"4409","8466",105,7
"4410","8467",105,1.5
"4411","8473",105,3.2
"4412","8478",105,0.65
"4413","8480",105,6
"4414","8481",105,2.2
"4415","8488",105,0
"4416","8497",105,2.897
"4417","8499",105,3
"4418","8926",105,1.2
"4419","8940",105,0
"4420","8996",105,2.5
"4421","9802",105,3.3
"4422","9902",105,0
"4423","9904",105,1.5
"4424","9905",105,1.5
"4425","9906",105,0
"4426","9907",105,0.38
"4427","9908",105,1
"4428","9910",105,5.2
"4429","9911",105,2.5
"4430","9912",105,0
"4431","9914",105,4
"4432","9917",105,3
"4433","9918",105,1.15
"4434","9919",105,0
"4435","9921",105,5
"4436","9924",105,2.8
"4437","9925",105,2
"4438","9926",105,1.6
"4439","9927",105,2.5
"4440","9928",105,0
"4441","9929",105,0
"4442","9930",105,2.8
"4443","9931",105,1.2
"4444","9933",105,2.6
"4445","9934",105,1
"4446","9935",105,0
"4447","9937",105,2
"4448","9938",105,3
"4449","9939",105,2.5
"4450","9940",105,1
"4451","9941",105,4.81
"4452","9942",105,4
"4453","9943",105,4
"4454","9944",105,0.3
"4455","9945",105,0
"4456","9946",105,0
"4457","9955",105,0
"4458","9958",105,0.3
"4459","1102",106,1.2
"4460","1103",106,0.5
"4461","1104",106,1.1
"4462","1108",106,0
"4463","1109",106,0.1
"4464","1110",106,0.1
"4465","1201",106,0
"4466","1203",106,1.3
"4467","1210",106,2
"4468","1213",106,0
"4469","1215",106,3
"4470","1216",106,5.5
"4471","1217",106,0
"4472","1218",106,0.4
"4473","1220",106,0.4
"4474","1225",106,1.25
"4475","1227",106,2
"4476","1229",106,1.8
"4477","1231",106,1.4
"4478","1232",106,5
"4479","1233",106,2.25
"4480","1234",106,1.5
"4481","1235",106,0
"4482","1236",106,0.1
"4483","1256",106,5
"4484","1262",106,0.3
"4485","1301",106,5.7
"4486","1303",106,5.1
"4487","1304",106,0.3
"4488","1305",106,1.5
"4489","1307",106,1.7
"4490","1308",106,0.2
"4491","1309",106,0
"4492","1310",106,1.6
"4493","1312",106,1
"4494","1312A",106,1.6
"4495","1313",106,1
"4496","1314",106,0
"4497","1315",106,1.1
"4498","1316",106,1.4
"4499","1319",106,2.05
"4500","1321",106,0
"4501","1323",106,1.3
"4502","1324",106,0.3
"4503","1325",106,0.35
"4504","1326",106,7
"4505","1337",106,0.0028905
"4506","1338",106,5
"4507","1339",106,2
"4508","1340",106,0.3
"4509","1402",106,1.2
"4510","1409",106,0.5
"4511","1410",106,1.4
"4512","1413",106,0
"4513","1414",106,0.32
"4514","1416",106,1.2
"4515","1417",106,0
"4516","1418",106,0
"4517","1419",106,3.72611177
"4518","1423",106,0
"4519","1432",106,0
"4520","1434",106,1.9
"4521","1435",106,0
"4522","1436",106,2.5
"4523","1437",106,0.5
"4524","1438",106,0
"4525","1440",106,0.36
"4526","1441",106,0
"4527","1442",106,1.8
"4528","1443",106,0
"4529","1444",106,0.5
"4530","1445",106,0.1
"4531","1446",106,0
"4532","1447",106,0
"4533","1449",106,0
"4534","1451",106,1.5
"4535","1452",106,1.4
"4536","1453",106,0
"4537","1454",106,0.2
"4538","1455",106,0.4
"4539","1456",106,0
"4540","1457",106,0.7
"4541","1459",106,0
"4542","1460",106,0
"4543","1463",106,3
"4544","1464",106,1
"4545","1465",106,0.21
"4546","1466",106,0
"4547","1467",106,0
"4548","1468",106,0
"4549","1469",106,0
"4550","1470",106,0.5
"4551","1471",106,0
"4552","1472",106,0
"4553","1473",106,0.5
"4554","1474",106,0.6
"4555","1475",106,0
"4556","1476",106,9.5
"4557","1477",106,5.1
"4558","1503",106,1.3
"4559","1504",106,0.86
"4560","1506",106,0
"4561","1507",106,2
"4562","1512",106,0
"4563","1513",106,1
"4564","1514",106,0.5
"4565","1515",106,1.2
"4566","1516",106,0
"4567","1519",106,0.4
"4568","1521",106,5.2
"4569","1522",106,1.6
"4570","1524",106,0.45
"4571","1525",106,2.4
"4572","1526",106,1
"4573","1528",106,0.45
"4574","1529",106,0
"4575","1530",106,1.25
"4576","1531",106,0.8
"4577","1532",106,1.5
"4578","1533",106,0.3
"4579","1535",106,1.25
"4580","1536",106,3.75
"4581","1537",106,9.5
"4582","1538",106,0
"4583","1539",106,1
"4584","1540",106,0.53
"4585","1541",106,1.5
"4586","1558",106,8.5
"4587","1560",106,3.5
"4588","1568",106,0.8
"4589","1582",106,5
"4590","1583",106,2.5
"4591","1587",106,0.5
"4592","1589",106,1.5
"4593","1590",106,7.3952
"4594","1592",106,1
"4595","1598",106,0.5
"4596","1604",106,0.2
"4597","1605",106,1
"4598","1608",106,0.73
"4599","1609",106,0.35
"4600","1611",106,1
"4601","1612",106,0.5
"4602","1614",106,0.69647415
"4603","1616",106,0
"4604","1617",106,0.6
"4605","1626",106,0.1
"4606","1701",106,0.6
"4607","1702",106,2.7
"4608","1704",106,2.9
"4609","1707",106,6.7
"4610","1708",106,1
"4611","1709",106,1.5
"4612","1710",106,1.75
"4613","1711",106,0.5
"4614","1712",106,1
"4615","1713",106,0.44
"4616","1714",106,0
"4617","1717",106,0.5
"4618","1718",106,0.1
"4619","1720",106,1.6
"4620","1721",106,0.2
"4621","1722",106,1.2
"4622","1723",106,4.3
"4623","1724",106,0.6
"4624","1725",106,0.83
"4625","1726",106,3.5
"4626","1727",106,0.6
"4627","1730",106,2.3
"4628","1731",106,0.6
"4629","1732",106,0
"4630","1733",106,0.746
"4631","1734",106,0.2
"4632","1735",106,0.5
"4633","1737",106,1.49
"4634","1760",106,1
"4635","1762",106,0.5
"4636","1773",106,4.6
"4637","1776",106,1.5
"4638","1783",106,0.15033847
"4639","1786",106,0.2
"4640","1789",106,0.48
"4641","1802",106,0.5
"4642","1805",106,0
"4643","1806",106,0
"4644","1808",106,2.1
