"","lb","p","max_overlap","median_reward_avg","avg_reward_avg","lose_count","trade_count"
"396",4,0.46,17,3.34550228320449,3.37224155478055,2,63
"397",4,0.47,17,3.32670246993692,3.34652249439991,2,61
"398",4,0.48,17,3.23331673250843,3.25479826715868,2,59
"399",4,0.49,17,3.23133156841149,3.25305724232638,2,58
"400",4,0.5,17,3.22305163714402,3.23564946932466,2,56
"401",4.5,0.01,20,5.54465061170386,6.25045768498207,0,389
"402",4.5,0.02,20,5.58952649088656,6.17241584588325,0,346
"403",4.5,0.03,19,5.67188020118029,6.16461629389908,0,304
"404",4.5,0.04,19,5.54946250161109,6.15933612941193,0,277
"405",4.5,0.05,19,5.51917789149877,6.21089160178794,0,249
"406",4.5,0.06,19,5.53551854658479,6.14028117560673,0,230
"407",4.5,0.07,19,5.45268949960321,6.0392151179728,0,213
"408",4.5,0.08,19,5.34570611889617,5.93242831889394,0,203
"409",4.5,0.09,19,5.23139487809512,5.65516688573642,0,191
"410",4.5,0.1,19,5.19033851426826,5.68157548793707,0,179
"411",4.5,0.11,19,5.19141451724587,5.52839565390572,0,166
"412",4.5,0.12,20,5.1078709051684,5.41509595719782,1,159
"413",4.5,0.13,20,4.91924668195559,5.2620227721287,1,155
"414",4.5,0.14,20,5.00423203377199,5.31286763334011,1,151
"415",4.5,0.15,20,4.97630618226866,5.26557891897023,1,145
"416",4.5,0.16,20,4.93325259787242,5.17985249743062,1,141
"417",4.5,0.17,20,4.99070126990476,5.21560283190323,1,136
"418",4.5,0.18,20,4.93589790242272,5.18180275610293,1,135
"419",4.5,0.19,20,4.6398824451142,4.82027777811111,1,128
"420",4.5,0.2,20,4.56893976043714,4.7643314411979,1,124
"421",4.5,0.21,20,4.40282595288579,4.58566338609046,1,122
"422",4.5,0.22,20,4.38181032966673,4.54350025276026,1,121
"423",4.5,0.23,20,4.3227543639911,4.45501352024246,1,117
"424",4.5,0.24,20,4.29345683015288,4.41287907728525,1,115
"425",4.5,0.25,20,4.19739739769656,4.32155388255877,1,112
"426",4.5,0.26,20,4.15639504543858,4.27909928082893,1,109
"427",4.5,0.27,20,4.17839189599928,4.27378658932107,1,107
"428",4.5,0.28,20,4.15439227367442,4.18169056194112,1,106
"429",4.5,0.29,20,4.14278688965704,4.17295354026049,1,105
"430",4.5,0.3,20,4.07653049634998,4.11527257853623,1,102
"431",4.5,0.31,21,4.0529586688794,4.08338067685493,1,99
"432",4.5,0.32,21,4.03242047290103,4.06000541744915,1,99
"433",4.5,0.33,21,3.98823089750995,4.00846996163943,1,96
"434",4.5,0.34,21,3.97039658246882,3.96492465150439,1,92
"435",4.5,0.35,21,4.0195538157175,3.99906990259114,1,92
"436",4.5,0.36,21,3.95240256679052,3.92725330593049,1,90
"437",4.5,0.37,21,3.96823171626573,3.94502264514751,1,89
"438",4.5,0.38,21,3.96982859765994,3.94698705591456,1,89
"439",4.5,0.39,21,3.96559368189877,3.9435980352718,1,89
"440",4.5,0.4,21,3.77950764381881,3.77134708394905,1,89
"441",4.5,0.41,21,3.76844462348826,3.7577230065118,1,88
"442",4.5,0.42,21,3.76578164693327,3.75506002995682,1,88
"443",4.5,0.43,21,3.72424700019615,3.70475385643241,1,86
"444",4.5,0.44,21,3.73995001383937,3.71507467565728,1,86
