出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"110/05/29","104","4","4162","智擎","3163588.00","74994.00","3238582.00","66340.00","13071.00","79411.00","1019650.00","1811149.00","415669.00","-42.00","-87255.00","3159171.00","--","--","--","3159171.00","0.00","0.00","540000.00","31.15"
"110/05/29","104","4","4163","鐿鈦","1326207.00","974916.00","2301123.00","857473.00","66687.00","924160.00","402380.00","282490.00","686118.00","5975.00","--","1376963.00","--","--","--","1376963.00","--","0.00","0.00","34.22"
"110/05/29","104","4","4167","松瑞藥","1206478.00","2038716.00","3245194.00","977169.00","676180.00","1653349.00","2097998.00","438587.00","-934373.00","-10367.00","--","--","--","--","--","1591845.00","0.00","0.00","0.00","7.59"
"110/05/29","104","4","4168","醣聯","1107024.00","1078964.00","2185988.00","45768.00","23569.00","69337.00","769935.00","1492622.00","-77805.00","24152.00","-92253.00","2116651.00","--","--","--","2116651.00","0.00","0.00","1235000.00","27.94"
"110/05/29","104","4","4171","瑞基","193083.00","317779.00","510862.00","70701.00","101458.00","172159.00","343400.00","128561.00","-134531.00","1273.00","--","338703.00","--","--","--","338703.00","0.00","0.00","0.00","9.86"
"110/05/29","104","4","4173","久裕","5763383.00","255554.00","6018937.00","4927522.00","31446.00","4958968.00","445744.00","501905.00","112320.00","0.00","--","1059969.00","--","--","--","1059969.00","--","0.00","0.00","23.78"
"110/05/29","104","4","4174","浩鼎","2358277.00","4952719.00","7310996.00","127004.00","--","127004.00","1707200.00","8277385.00","-2803149.00","2556.00","--","7183992.00","--","--","--","7183992.00","0.00","0.00","0.00","42.08"
"110/05/29","104","4","4175","杏一","1226312.00","548626.00","1774938.00","827439.00","275811.00","1103250.00","252400.00","204900.00","205046.00","4693.00","--","667039.00","--","--","4649.00","671688.00","--","0.00","0.00","26.43"
"110/05/29","104","4","4183","福永生技","245718.00","93258.00","338976.00","81921.00","34735.00","116656.00","208000.00","0.00","14320.00","0.00","--","--","--","--","--","222320.00","--","0.00","0.00","10.69"
"110/05/29","104","4","4188","安克","301172.00","81130.00","382302.00","7781.00","--","7781.00","408700.00","138419.00","-172598.00","0.00","--","--","--","--","--","374521.00","0.00","70000.00","0.00","9.16"
"110/05/29","104","4","4192","杏國","471859.00","555408.00","1027267.00","45245.00","139213.00","184458.00","583670.00","329410.00","-182156.00","111885.00","--","842809.00","--","--","--","842809.00","--","0.00","0.00","14.44"
"110/05/29","104","4","4198","欣大健康","1013762.00","735260.00","1749022.00","168934.00","208786.00","377720.00","1418000.00","1266534.00","-1341036.00","27804.00","0.00","1371302.00","--","--","--","1371302.00","0.00","0.00","0.00","9.67"
"110/05/29","104","4","4205","中華食","818673.00","684692.00","1503365.00","211852.00","58486.00","270338.00","727044.00","51989.00","453994.00","--","--","--","--","--","--","1233027.00","0.00","0.00","0.00","16.96"
"110/05/29","104","4","4207","環泰","1991334.00","2287961.00","4279295.00","1312743.00","675091.00","1987834.00","1736171.00","75229.00","196437.00","-154525.00","-129209.00","1724103.00","--","--","567358.00","2291461.00","--","0.00","11395000.00","10.63"
"110/05/29","104","4","4303","信立","401555.00","635352.00","1036907.00","141263.00","128763.00","270026.00","707000.00","--","56498.00","3383.00","--","766881.00","--","--","--","766881.00","0.00","0.00","0.00","10.85"
"110/05/29","104","4","4304","勝昱","418858.00","364119.00","782977.00","316405.00","53741.00","370146.00","513335.00","0.00","-113295.00","12791.00","0.00","412831.00","--","--","0.00","412831.00","0.00","0.00","0.00","8.04"
"110/05/29","104","4","4305","世坤","812787.00","319078.00","1131865.00","153863.00","24513.00","178376.00","550140.00","75.00","403274.00","--","--","--","--","--","--","953489.00","0.00","0.00","0.00","17.33"
"110/05/29","104","4","4401","東隆興","2022601.00","2742576.00","4765177.00","1510108.00","692626.00","2202734.00","1202863.00","167271.00","1166385.00","-27364.00","--","2509155.00","--","--","53288.00","2562443.00","0.00","0.00","0.00","20.86"
"110/05/29","104","4","4402","福大","340131.00","834577.00","1174708.00","406335.00","631889.00","1038224.00","459918.00","23191.00","-346625.00","0.00","--","136484.00","--","--","0.00","136484.00","0.00","0.00","0.00","2.97"
"110/05/29","104","4","4406","新昕纖","336398.00","376911.00","713309.00","38172.00","99497.00","137669.00","519120.00","40320.00","471.00","15729.00","0.00","--","--","--","--","575640.00","0.00","0.00","0.00","11.09"
"110/05/29","104","4","4413","飛寶企業","55477.00","3987.00","59464.00","11555.00","9742.00","21297.00","193147.00","32421.00","-187401.00","0.00","--","--","--","--","--","38167.00","0.00","0.00","0.00","1.98"
"110/05/29","104","4","4416","三圓","3820229.00","3127396.00","6947625.00","1612704.00","1322547.00","2935251.00","600156.00","716943.00","1730177.00","-3388.00","-579856.00","2464032.00","0.00","--","1548342.00","4012374.00","--","0.00","4217136.00","44.16"
"110/05/29","104","4","4417","金洲","2232968.00","1361212.00","3594180.00","1200247.00","187535.00","1387782.00","823347.00","36858.00","1012820.00","77846.00","-7000.00","1943871.00","--","--","262527.00","2206398.00","0.00","0.00","194000.00","23.67"
"110/05/29","104","4","4419","元勝","82927.00","92590.00","175517.00","31571.00","77569.00","109140.00","235789.00","1054.00","-170466.00","0.00","0.00","--","--","--","--","66377.00","0.00","0.00","0.00","2.82"
"110/05/29","104","4","4420","光明","381756.00","578706.00","960462.00","97528.00","319417.00","416945.00","294550.00","0.00","248968.00","-1.00","0.00","--","--","--","--","543517.00","0.00","0.00","0.00","18.45"
"110/05/29","104","4","4429","聚紡","552423.00","818744.00","1371167.00","219578.00","99605.00","319183.00","343500.00","495433.00","208876.00","4175.00","--","1051984.00","--","--","--","1051984.00","--","0.00","0.00","30.63"
"110/05/29","104","4","4430","耀億","1204390.00","1663066.00","2867456.00","742252.00","169538.00","911790.00","562736.00","734559.00","594906.00","62077.00","--","1954278.00","--","--","1388.00","1955666.00","0.00","0.00","0.00","34.73"
"110/05/29","104","4","4432","銘旺實","1600195.00","350373.00","1950568.00","441918.00","20755.00","462673.00","505890.00","371339.00","632238.00","-21572.00","--","1487895.00","--","--","--","1487895.00","0.00","0.00","0.00","29.41"
"110/05/29","104","4","4433","興采","718966.00","394983.00","1113949.00","369693.00","47514.00","417207.00","300724.00","257978.00","143760.00","-5720.00","--","696742.00","--","--","--","696742.00","0.00","0.00","0.00","23.17"
"110/05/29","104","4","4502","健信","924904.00","1391828.00","2316732.00","1485704.00","295081.00","1780785.00","423958.00","102873.00","4719.00","-577.00","--","530973.00","--","--","4974.00","535947.00","0.00","0.00","0.00","12.52"
"110/05/29","104","4","4503","金雨","158294.00","235880.00","394174.00","94516.00","58725.00","153241.00","407633.00","3400.00","-170077.00","-23.00","--","240933.00","--","--","0.00","240933.00","0.00","0.00","0.00","5.91"
"110/05/29","104","4","4506","崇友","3948540.00","2854305.00","6802845.00","2326369.00","1032732.00","3359101.00","1966800.00","56372.00","1409605.00","10768.00","0.00","3443545.00","--","--","199.00","3443744.00","0.00","0.00","0.00","17.51"
"110/05/29","104","4","4510","高鋒","2339754.00","1842484.00","4182238.00","1137831.00","864532.00","2002363.00","1080107.00","270497.00","294723.00","531228.00","--","2176555.00","--","--","3320.00","2179875.00","0.00","0.00","0.00","20.15"
"110/05/29","104","4","4513","福裕","2101582.00","816000.00","2917582.00","978485.00","808273.00","1786758.00","768803.00","11460.00","156471.00","40347.00","-3151.00","973930.00","--","--","156894.00","1130824.00","0.00","0.00","293000.00","12.72"
"110/05/29","104","4","4523","永彰","1358960.00","1526786.00","2885746.00","872044.00","63409.00","935453.00","640000.00","295604.00","904378.00","110311.00","0.00","1950293.00","0.00","--","0.00","1950293.00","0.00","0.00","0.00","30.47"
"110/05/29","104","4","4527","方土霖","1551156.00","647862.00","2199018.00","665641.00","156400.00","822041.00","761524.00","128616.00","361506.00","23280.00","--","1274926.00","--","--","102051.00","1376977.00","0.00","0.00","0.00","16.74"
"110/05/29","104","4","4528","江興鍛","1248884.00","1927830.00","3176714.00","1014149.00","478339.00","1492488.00","765143.00","16775.00","875180.00","27128.00","0.00","1684226.00","0.00","--","0.00","1684226.00","0.00","0.00","0.00","22.01"
"110/05/29","104","4","4529","淳紳","38751.00","5493532.00","5532283.00","481735.00","73418.00","555153.00","789955.00","1776329.00","-230974.00","-51033.00","--","2284277.00","--","--","2692853.00","4977130.00","0.00","7000.00","0.00","28.92"
"110/05/29","104","4","4530","宏易","283113.00","101747.00","384860.00","108210.00","36808.00","145018.00","461723.00","0.00","-280735.00","50750.00","--","231738.00","--","--","8104.00","239842.00","0.00","0.00","0.00","5.02"
"110/05/29","104","4","4533","協易機","3536166.00","2243513.00","5779679.00","2316813.00","811346.00","3128159.00","1604341.00","338976.00","632760.00","76415.00","0.00","2652492.00","--","--","-972.00","2651520.00","--","0.00","0.00","16.53"
"110/05/29","104","4","4534","慶騰","1027005.00","738679.00","1765684.00","741197.00","66235.00","807432.00","801037.00","40737.00","122653.00","20405.00","-26580.00","958252.00","--","--","0.00","958252.00","0.00","0.00","1958000.00","12.26"
"110/05/29","104","4","4535","至興","1608603.00","1641516.00","3250119.00","699340.00","37018.00","736358.00","756617.00","173500.00","1288790.00","28732.00","0.00","2247639.00","--","--","266122.00","2513761.00","0.00","0.00","0.00","29.71"
"110/05/29","104","4","4538","大詠城","238581.00","571844.00","810425.00","63498.00","144961.00","208459.00","510000.00","22446.00","69520.00","--","--","--","--","--","--","601966.00","0.00","0.00","0.00","11.80"
"110/05/29","104","4","4541","晟田","741989.00","2138302.00","2880291.00","897882.00","599402.00","1497284.00","541434.00","587961.00","253612.00","--","--","--","--","--","--","1383007.00","0.00","0.00","0.00","25.54"
"110/05/29","104","4","4542","科嶠","606018.00","157096.00","763114.00","147395.00","44527.00","191922.00","282854.00","159626.00","122836.00","5876.00","--","571192.00","--","--","--","571192.00","0.00","0.00","0.00","20.19"
"110/05/29","104","4","4543","萬在","968086.00","985874.00","1953960.00","526576.00","49120.00","575696.00","517440.00","185254.00","662999.00","12571.00","0.00","1378264.00","0.00","--","0.00","1378264.00","0.00","0.00","0.00","26.64"
"110/05/29","104","4","4549","桓達","927473.00","498863.00","1426336.00","155239.00","59203.00","214442.00","377117.00","319889.00","504171.00","10717.00","--","1211894.00","--","--","--","1211894.00","--","0.00","0.00","32.14"
"110/05/29","104","4","4550","長佳","1130453.00","346321.00","1476774.00","780085.00","65303.00","845388.00","329353.00","76867.00","245841.00","881.00","-21556.00","631386.00","--","--","--","631386.00","--","0.00","923000.00","19.72"
"110/05/29","104","4","4554","橙的","435875.00","76795.00","512670.00","193041.00","5315.00","198356.00","183939.00","50961.00","79772.00","-358.00","0.00","314314.00","--","--","--","314314.00","--","0.00","0.00","17.09"
"110/05/29","104","4","4556","旭然","512959.00","374348.00","887307.00","200734.00","62746.00","263480.00","351960.00","163923.00","85235.00","22709.00","--","623827.00","--","--","--","623827.00","0.00","0.00","0.00","17.72"
"110/05/29","104","4","4561","健椿","438305.00","964343.00","1402648.00","237771.00","656747.00","894518.00","384400.00","46127.00","77603.00","0.00","--","--","--","--","--","508130.00","--","0.00","0.00","13.22"
"110/05/29","104","4","4563","百德","2190655.00","276071.00","2466726.00","1227758.00","193685.00","1421443.00","352500.00","212885.00","481922.00","-2024.00","--","1045283.00","--","--","0.00","1045283.00","--","0.00","0.00","29.65"
"110/05/29","104","4","4609","唐鋒","607290.00","260848.00","868138.00","356358.00","51527.00","407885.00","479468.00","3333.00","-6983.00","-15565.00","0.00","460253.00","--","--","0.00","460253.00","0.00","0.00","0.00","9.60"
"110/05/29","104","4","4702","中美實","800643.00","3101563.00","3902206.00","884706.00","124927.00","1009633.00","2000701.00","452112.00","148313.00","301594.00","-10147.00","2892573.00","--","--","--","2892573.00","0.00","69070.00","386000.00","14.49"
"110/05/29","104","4","4706","大恭","1444481.00","311648.00","1756129.00","328964.00","81997.00","410961.00","790301.00","510.00","542498.00","11083.00","0.00","1344392.00","--","--","776.00","1345168.00","0.00","0.00","0.00","17.01"
"110/05/29","104","4","4711","永純","968524.00","436665.00","1405189.00","240842.00","63619.00","304461.00","610560.00","52541.00","434822.00","2805.00","--","1100728.00","--","--","--","1100728.00","0.00","0.00","0.00","18.03"
"110/05/29","104","4","4712","南璋","570929.00","52114.00","623043.00","11780.00","849.00","12629.00","962806.00","0.00","-357562.00","5170.00","--","610414.00","--","--","0.00","610414.00","0.00","0.00","0.00","6.34"
"110/05/29","104","4","4714","永捷","595723.00","576913.00","1172636.00","271539.00","45384.00","316923.00","655232.00","89841.00","170610.00","-47817.00","-12153.00","855713.00","--","--","--","855713.00","0.00","0.00","1459000.00","13.36"
"110/05/29","104","4","4716","大立","739466.00","406134.00","1145600.00","163137.00","94443.00","257580.00","732140.00","38400.00","115807.00","1306.00","--","887653.00","--","--","367.00","888020.00","--","0.00","0.00","12.12"
"110/05/29","104","4","4721","美琪瑪","1101425.00","578541.00","1679966.00","527840.00","54530.00","582370.00","749863.00","24825.00","330337.00","-7429.00","0.00","1097596.00","0.00","--","0.00","1097596.00","0.00","0.00","0.00","14.64"
"110/05/29","104","4","4726","永昕","1244583.00","273803.00","1518386.00","61639.00","2533.00","64172.00","1118201.00","621319.00","-197695.00","0.00","-87611.00","--","--","--","--","1454214.00","0.00","116000.00","2200000.00","13.28"
"110/05/29","104","4","4728","雙美","482429.00","120144.00","602573.00","20645.00","23684.00","44329.00","544630.00","49393.00","-28985.00","4238.00","-11032.00","558244.00","--","--","0.00","558244.00","0.00","0.00","459000.00","10.34"
"110/05/29","104","4","4729","熒茂","1438774.00","3161182.00","4599956.00","1221633.00","1642885.00","2864518.00","1019020.00","1646354.00","-1586327.00","255771.00","--","1334818.00","--","--","400620.00","1735438.00","0.00","0.00","0.00","13.10"
"110/05/29","104","4","4735","豪展","582419.00","199620.00","782039.00","322252.00","35364.00","357616.00","339484.00","51860.00","77476.00","-24128.00","-20269.00","424423.00","--","--","0.00","424423.00","0.00","2516281.00","1000000.00","12.88"
"110/05/29","104","4","4736","泰博","2721440.00","1616204.00","4337644.00","825357.00","598588.00","1423945.00","708887.00","1398152.00","724915.00","1270.00","--","2833224.00","--","--","80475.00","2913699.00","--","0.00","0.00","39.97"
"110/05/29","104","4","4741","泓瀚","532120.00","679717.00","1211837.00","275576.00","197334.00","472910.00","287791.00","162973.00","288147.00","16.00","--","738927.00","--","--","--","738927.00","--","0.00","0.00","25.68"
"110/05/29","104","4","4743","合一","1848132.00","959171.00","2807303.00","25368.00","16348.00","41716.00","1945422.00","798435.00","-32927.00","54657.00","0.00","--","--","--","--","2765587.00","0.00","0.00","0.00","14.22"
"110/05/29","104","4","4744","皇將","669567.00","431889.00","1101456.00","539313.00","151379.00","690692.00","310361.00","35000.00","58007.00","7396.00","--","410764.00","--","--","--","410764.00","--","0.00","0.00","13.24"
"110/05/29","104","4","4745","合富-KY","2891381.00","756286.00","3647667.00","1798862.00","91560.00","1890422.00","575071.00","488250.00","625748.00","68176.00","--","1757245.00","--","--","--","1757245.00","0.00","0.00","0.00","30.56"
"110/05/29","104","4","4747","強生","599758.00","317808.00","917566.00","72340.00","23627.00","95967.00","300188.00","400856.00","120555.00","0.00","0.00","--","--","--","--","821599.00","0.00","0.00","0.00","27.37"
"110/05/29","104","4","4754","國碳科","316296.00","25289.00","341585.00","149732.00","9850.00","159582.00","137943.00","--","46312.00","-2252.00","--","182003.00","--","--","--","182003.00","0.00","0.00","0.00","13.19"
"110/05/29","104","4","4760","勤凱科技","284756.00","218225.00","502981.00","191884.00","38821.00","230705.00","206566.00","21177.00","44533.00","0.00","--","--","--","--","--","272276.00","--","0.00","0.00","13.18"
"110/05/29","104","4","4803","VHQ-KY","1102726.00","292885.00","1395611.00","231600.00","48037.00","279637.00","322770.00","566765.00","136034.00","-21539.00","--","1004030.00","--","--","111944.00","1115974.00","--","0.00","0.00","31.11"
"110/05/29","104","4","4804","大略-KY","447651.00","634359.00","1082010.00","286267.00","111648.00","397915.00","274984.00","242427.00","160964.00","5720.00","0.00","684095.00","0.00","--","0.00","684095.00","--","0.00","0.00","24.88"
"110/05/29","104","4","4806","昇華","434859.00","646167.00","1081026.00","107784.00","252549.00","360333.00","220000.00","402500.00","100844.00","-2651.00","--","720693.00","--","--","--","720693.00","0.00","0.00","0.00","32.76"
"110/05/29","104","4","4903","聯光通","1097668.00","273990.00","1371658.00","303254.00","8053.00","311307.00","897241.00","16972.00","68804.00","-28944.00","--","954073.00","--","--","106278.00","1060351.00","--","0.00","0.00","10.63"
"110/05/29","104","4","4905","台聯電","582144.00","3772990.00","4355134.00","50123.00","5294.00","55417.00","512225.00","107679.00","611377.00","3061272.00","-18905.00","4273648.00","--","--","26069.00","4299717.00","--","0.00","408720.00","84.10"
"110/05/29","104","4","4907","富宇","4133932.00","24206.00","4158138.00","3311019.00","0.00","3311019.00","1181458.00","70000.00","-404339.00","0.00","--","--","--","--","--","847119.00","--","0.00","0.00","7.17"
"110/05/29","104","4","4908","前鼎","941770.00","372701.00","1314471.00","135154.00","255.00","135409.00","778556.00","87290.00","348728.00","-35512.00","--","--","--","--","--","1179062.00","0.00","26000.00","0.00","15.15"
"110/05/29","104","4","4909","新復興","2710939.00","530020.00","3240959.00","430045.00","200786.00","630831.00","933568.00","558552.00","976206.00","141802.00","--","2610128.00","--","--","--","2610128.00","--","0.00","0.00","27.96"
"110/05/29","104","4","4911","德英","388555.00","505322.00","893877.00","74346.00","12.00","74358.00","556600.00","273326.00","-10407.00","--","--","--","--","--","--","819519.00","0.00","0.00","0.00","14.72"
"110/05/29","104","4","4924","欣厚-KY","304884.00","310326.00","615210.00","151857.00","56891.00","208748.00","371644.00","108636.00","-37810.00","-36008.00","--","406462.00","--","--","--","406462.00","0.00","0.00","0.00","10.94"
"110/05/29","104","4","4931","新盛力","851506.00","179978.00","1031484.00","320292.00","3170.00","323462.00","703779.00","-3841.00","16892.00","-6619.00","-2189.00","708022.00","--","--","--","708022.00","--","0.00","558000.00","10.14"
"110/05/29","104","4","4933","友輝","3462805.00","1211531.00","4674336.00","1788529.00","2683.00","1791212.00","773317.00","944414.00","1178503.00","2075.00","-15185.00","--","0.00","0.00","--","2883124.00","0.00","0.00","616000.00","37.58"
"110/05/29","104","4","4939","亞電","1685828.00","730278.00","2416106.00","1096352.00","48927.00","1145279.00","982009.00","305792.00","-71086.00","54112.00","--","1270827.00","--","--","--","1270827.00","--","0.00","0.00","12.94"
"110/05/29","104","4","4944","兆遠","2164611.00","3408441.00","5573052.00","1478402.00","1037647.00","2516049.00","2101316.00","1771546.00","-892387.00","47127.00","-660.00","3026942.00","--","--","30061.00","3057003.00","--","0.00","66000.00","14.41"
"110/05/29","104","4","4946","辣椒","322516.00","420809.00","743325.00","354594.00","61659.00","416253.00","273208.00","475489.00","-437822.00","15767.00","--","326642.00","--","--","430.00","327072.00","0.00","0.00","0.00","11.96"
"110/05/29","104","4","4950","牧東","1618135.00","368832.00","1986967.00","939976.00","16668.00","956644.00","495790.00","676910.00","18906.00","-161283.00","0.00","1030323.00","0.00","--","0.00","1030323.00","--","0.00","0.00","20.78"
"110/05/29","104","4","4953","緯軟","1737954.00","114107.00","1852061.00","729601.00","115742.00","845343.00","438783.00","252874.00","299214.00","15847.00","--","1006718.00","--","--","--","1006718.00","0.00","0.00","0.00","22.94"
"110/05/29","104","4","4966","譜瑞-KY","5018557.00","3223186.00","8241743.00","1780497.00","--","1780497.00","760751.00","1804206.00","3663574.00","281120.00","-48405.00","6461246.00","--","--","--","6461246.00","0.00","0.00","200000.00","85.16"
"110/05/29","104","4","4971","IET-KY","874859.00","688434.00","1563293.00","79469.00","1198.00","80667.00","343752.00","600263.00","417540.00","120640.00","--","1482195.00","--","--","431.00","1482626.00","0.00","0.00","0.00","43.12"
"110/05/29","104","4","4972","湯石照明","989945.00","479611.00","1469556.00","268526.00","18197.00","286723.00","381378.00","491590.00","265651.00","44214.00","--","1182833.00","--","--","--","1182833.00","0.00","0.00","0.00","31.01"
"110/05/29","104","4","4973","廣穎","1708197.00","712871.00","2421068.00","861394.00","2552.00","863946.00","650780.00","310387.00","502842.00","135733.00","-42620.00","1557122.00","--","--","--","1557122.00","0.00","0.00","2592000.00","24.92"
"110/05/29","104","4","4974","亞泰","2189816.00","547488.00","2737304.00","560887.00","470521.00","1031408.00","619577.00","380989.00","631610.00","73720.00","--","1705896.00","--","--","--","1705896.00","--","0.00","0.00","27.53"
"110/05/29","104","4","4979","華星光","2596449.00","1356046.00","3952495.00","1190991.00","772134.00","1963125.00","743719.00","457209.00","803149.00","-14707.00","--","1989370.00","--","--","--","1989370.00","--","0.00","0.00","26.75"
"110/05/29","104","4","4987","科誠","790073.00","429575.00","1219648.00","208579.00","141319.00","349898.00","252000.00","155550.00","452940.00","9260.00","--","869750.00","--","--","--","869750.00","0.00","0.00","0.00","34.51"
"110/05/29","104","4","4991","環宇-KY","1799625.00","853742.00","2653367.00","335862.00","673942.00","1009804.00","577999.00","468688.00","480381.00","116495.00","--","1643563.00","--","--","--","1643563.00","0.00","0.00","0.00","28.44"
"110/05/29","104","4","4995","晶達","897857.00","98750.00","996607.00","164726.00","320839.00","485565.00","341311.00","30571.00","138130.00","1030.00","0.00","511042.00","--","--","--","511042.00","0.00","0.00","0.00","14.97"
"110/05/29","104","4","5009","榮剛","6665955.00","11682451.00","18348406.00","4040361.00","4259072.00","8299433.00","4487846.00","2020907.00","2192418.00","141519.00","-186085.00","8656605.00","--","--","1392368.00","10048973.00","0.00","0.00","12806793.00","19.86"
"110/05/29","104","4","5011","久陽","517122.00","481494.00","998616.00","460198.00","98236.00","558434.00","336359.00","32040.00","68278.00","3505.00","--","--","--","--","--","440182.00","0.00","0.00","0.00","13.09"
"110/05/29","104","4","5013","強新","2602244.00","2130656.00","4732900.00","1222962.00","984764.00","2207726.00","1111800.00","11572.00","801714.00","18779.00","0.00","1943865.00","--","--","581309.00","2525174.00","0.00","0.00","0.00","17.48"
"110/05/29","104","4","5014","建錩","5075874.00","2016723.00","7092597.00","4679964.00","75531.00","4755495.00","1653330.00","156605.00","18595.00","46309.00","--","1874839.00","--","--","462263.00","2337102.00","--","0.00","0.00","11.34"
"110/05/29","104","4","5015","華祺","1236663.00","378695.00","1615358.00","476345.00","88337.00","564682.00","606392.00","93952.00","373448.00","-23116.00","--","1050676.00","--","--","--","1050676.00","0.00","0.00","0.00","17.33"
"110/05/29","104","4","5016","松和","1362546.00","1175802.00","2538348.00","589788.00","845339.00","1435127.00","496221.00","8000.00","581025.00","9576.00","0.00","1094822.00","--","--","8399.00","1103221.00","0.00","0.00","0.00","22.06"
"110/05/29","104","4","5102","富強","679676.00","617875.00","1297551.00","354646.00","75476.00","430122.00","640851.00","14701.00","208556.00","1780.00","0.00","865888.00","--","--","1541.00","867429.00","0.00","0.00","0.00","13.51"
"110/05/29","104","4","5201","凱衛","320875.00","116905.00","437780.00","75344.00","12100.00","87444.00","306746.00","1284.00","51641.00","7440.00","-16775.00","350336.00","--","--","--","350336.00","0.00","0.00","1200000.00","11.89"
"110/05/29","104","4","5202","力新","471114.00","114888.00","586002.00","46424.00","3306.00","49730.00","590940.00","205.00","-79002.00","1468.00","0.00","513611.00","--","--","22661.00","536272.00","0.00","0.00","0.00","8.69"
"110/05/29","104","4","5205","中茂","34543.00","14821.00","49364.00","3711.00","103.00","3814.00","170052.00","9000.00","-134372.00","870.00","--","45550.00","--","--","--","45550.00","0.00","0.00","0.00","2.68"
"110/05/29","104","4","5206","坤悅","4433937.00","13795.00","4447732.00","2316441.00","--","2316441.00","1500000.00","216824.00","432481.00","0.00","-18014.00","2131291.00","--","--","--","2131291.00","0.00","0.00","1500000.00","14.35"
"110/05/29","104","4","5209","新鼎","1078020.00","93155.00","1171175.00","640975.00","13809.00","654784.00","234695.00","103904.00","196066.00","-18274.00","--","516391.00","--","--","--","516391.00","0.00","0.00","0.00","22.00"
"110/05/29","104","4","5210","寶碩","669880.00","249976.00","919856.00","149010.00","12746.00","161756.00","676998.00","62615.00","46374.00","-11061.00","-29459.00","745467.00","--","--","12633.00","758100.00","0.00","0.00","4000000.00","11.70"
"110/05/29","104","4","5211","蒙恬","393033.00","212405.00","605438.00","45014.00","26294.00","71308.00","320247.00","102588.00","103333.00","7962.00","0.00","534130.00","--","--","0.00","534130.00","0.00","0.00","0.00","16.68"
"110/05/29","104","4","5212","凌網","471372.00","150209.00","621581.00","177301.00","52376.00","229677.00","346330.00","0.00","30081.00","2288.00","--","378699.00","--","--","13205.00","391904.00","0.00","0.00","0.00","10.93"
"110/05/29","104","4","5213","亞昕","21877823.00","3474672.00","25352495.00","13896252.00","3804298.00","17700550.00","3800904.00","1992114.00","1709558.00","-24958.00","0.00","7477618.00","--","--","174327.00","7651945.00","0.00","0.00","0.00","19.67"
"110/05/29","104","4","5220","萬達光電","600772.00","189049.00","789821.00","290243.00","47912.00","338155.00","350000.00","3444.00","98222.00","--","--","--","--","--","--","451666.00","0.00","0.00","0.00","12.90"
"110/05/29","104","4","5227","立凱-KY","1150411.00","1458703.00","2609114.00","445837.00","159349.00","605186.00","1645737.00","788220.00","-430783.00","740.00","--","2003914.00","--","--","14.00","2003928.00","0.00","0.00","0.00","12.18"
"110/05/29","104","4","5230","雷笛克光學","910766.00","1619737.00","2530503.00","803140.00","323274.00","1126414.00","471255.00","655368.00","217493.00","59973.00","--","1404089.00","--","--","--","1404089.00","--","0.00","0.00","29.79"
"110/05/29","104","4","5245","智晶","796995.00","299286.00","1096281.00","390460.00","111.00","390571.00","404600.00","227543.00","156988.00","0.00","-83421.00","--","--","--","--","705710.00","0.00","0.00","1800000.00","18.25"
"110/05/29","104","4","5251","天鉞電","637246.00","219179.00","856425.00","166453.00","20839.00","187292.00","307540.00","239907.00","222599.00","4292.00","-112166.00","662172.00","--","--","6961.00","669133.00","0.00","0.00","3000000.00","23.86"
"110/05/29","104","4","5263","智崴","2341930.00","806108.00","3148038.00","566592.00","88140.00","654732.00","446780.00","2043087.00","220459.00","684.00","-266072.00","2444938.00","--","--","48368.00","2493306.00","--","0.00","1000000.00","55.98"
"110/05/29","104","4","5272","笙科","626026.00","308910.00","934936.00","96801.00","0.00","96801.00","520191.00","236734.00","111193.00","-29983.00","0.00","--","0.00","0.00","--","838135.00","0.00","0.00","0.00","16.11"
"110/05/29","104","4","5274","信驊","1139476.00","67552.00","1207028.00","151788.00","--","151788.00","316721.00","277116.00","470447.00","-9044.00","0.00","--","--","--","--","1055240.00","0.00","0.00","0.00","33.32"
"110/05/29","104","4","5276","達輝-KY","718091.00","134158.00","852249.00","171157.00","6708.00","177865.00","395000.00","246890.00","84257.00","-51763.00","--","674384.00","--","--","--","674384.00","0.00","0.00","0.00","17.07"
"110/05/29","104","4","5278","尚凡","202083.00","46643.00","248726.00","59607.00","--","59607.00","127365.00","161439.00","-91430.00","-8255.00","0.00","189119.00","--","--","--","189119.00","0.00","0.00","0.00","14.85"
"110/05/29","104","4","5281","大峽谷-KY","433686.00","638824.00","1072510.00","367361.00","124462.00","491823.00","328900.00","32103.00","195430.00","24254.00","--","580687.00","--","--","--","580687.00","0.00","0.00","0.00","17.66"
"110/05/29","104","4","5287","數字","1255386.00","983350.00","2238736.00","369948.00","22949.00","392897.00","409500.00","765767.00","679108.00","-12905.00","--","1841470.00","--","--","4369.00","1845839.00","0.00","0.00","0.00","44.97"
