出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"110/05/29","102","4","1813","寶利徠","422587.00","305455.00","117132.00","--","--","117132.00","87960.00","--","29172.00","76219.00","105391.00","8382.00","97009.00","--","--","97009.00","2478.00","--","99487.00","97009.00","--","0.00","99487.00","--","0.00","2.13"
"110/05/29","102","4","1815","富喬","4109863.00","3560783.00","549080.00","--","--","549080.00","482039.00","--","67041.00","-47128.00","19913.00","-8658.00","28571.00","--","--","28571.00","30914.00","--","59485.00","28571.00","--","--","59485.00","--","--","0.08"
"110/05/29","102","4","2035","唐榮公司","18535991.00","18899853.00","-363862.00","--","--","-363862.00","431325.00","--","-795187.00","-120673.00","-915860.00","35081.00","-950941.00","--","--","-950941.00","38046.00","--","-912895.00","-966607.00","--","15666.00","-899941.00","--","-12954.00","-2.76"
"110/05/29","102","4","2061","風青","1983066.00","1941802.00","41264.00","--","--","41264.00","86953.00","--","-45689.00","-12596.00","-58285.00","-2649.00","-55636.00","--","--","-55636.00","-61.00","--","-55697.00","-55406.00","--","-230.00","-55467.00","--","-230.00","-1.34"
"110/05/29","102","4","2063","世鎧","554702.00","439386.00","115316.00","--","--","115316.00","89919.00","--","25397.00","25343.00","50740.00","6113.00","44627.00","--","--","44627.00","1145.00","--","45772.00","44627.00","--","--","45772.00","--","--","1.08"
"110/05/29","102","4","2064","晉椿","2846152.00","2584994.00","261158.00","--","--","261158.00","113446.00","--","147712.00","18072.00","165784.00","29268.00","136516.00","--","--","136516.00","-2563.00","--","133953.00","--","--","--","--","--","--","2.22"
"110/05/29","102","4","2065","世豐","1141273.00","930080.00","211193.00","--","--","211193.00","120301.00","--","90892.00","2816.00","93708.00","15276.00","78432.00","--","--","78432.00","3712.00","--","82144.00","--","--","--","--","--","--","26.10"
"110/05/29","102","4","2066","世德","1063397.00","755988.00","307409.00","--","--","307409.00","120140.00","--","187269.00","24983.00","212252.00","39215.00","173037.00","--","--","173037.00","-878.00","--","172159.00","--","--","--","--","--","--","5.51"
"110/05/29","102","4","2067","嘉鋼","1034111.00","857521.00","176590.00","--","--","176590.00","134012.00","--","42578.00","-6249.00","36329.00","3151.00","33178.00","--","--","33178.00","11664.00","--","44842.00","29217.00","--","3961.00","40073.00","--","4769.00","1.23"
"110/05/29","102","4","2221","大甲","601946.00","483235.00","118711.00","0.00","--","118711.00","103745.00","--","14966.00","-15177.00","-211.00","-5026.00","4815.00","--","--","4815.00","11173.00","--","15988.00","6432.00","--","-1617.00","17605.00","-1617.00","--","0.15"
"110/05/29","102","4","2230","泰茂","356298.00","281660.00","74638.00","--","--","74638.00","59400.00","-9.00","15229.00","1313.00","16542.00","2639.00","13903.00","--","--","13903.00","9591.00","--","23494.00","13903.00","--","--","23494.00","--","--","0.42"
"110/05/29","102","4","2235","謚源","692393.00","516288.00","176105.00","--","--","176105.00","67506.00","--","108599.00","20840.00","129439.00","22698.00","106741.00","0.00","0.00","106741.00","-1033.00","--","105708.00","--","--","--","--","--","--","3.83"
"110/05/29","102","4","2596","綠意","630267.00","333728.00","296539.00","--","--","296539.00","84867.00","--","211672.00","24555.00","236227.00","5818.00","230409.00","--","--","230409.00","208.00","--","230617.00","230409.00","0.00","0.00","230617.00","0.00","0.00","3.05"
"110/05/29","102","4","2640","大車隊","1110990.00","514883.00","596107.00","--","--","596107.00","341849.00","--","254258.00","9192.00","263450.00","47837.00","215613.00","--","--","215613.00","--","--","215613.00","216295.00","--","-682.00","216295.00","--","-682.00","5.39"
"110/05/29","102","4","2641","正德","668316.00","555125.00","113191.00","--","--","113191.00","39971.00","--","73220.00","-13213.00","60007.00","10738.00","49269.00","--","--","49269.00","28409.00","--","77678.00","49269.00","--","--","77678.00","--","--","0.52"
"110/05/29","102","4","2718","晶悅","250949.00","199078.00","51871.00","--","--","51871.00","38271.00","--","13600.00","-8872.00","4728.00","1293.00","3435.00","--","--","3435.00","4643.00","--","8078.00","--","--","--","--","--","--","0.15"
"110/05/29","102","4","2719","燦星旅","3081951.00","2630882.00","451069.00","--","--","451069.00","404744.00","--","46325.00","15713.00","62038.00","-78.00","62116.00","--","--","62116.00","517.00","--","62633.00","62134.00","--","-18.00","62651.00","--","-18.00","1.71"
"110/05/29","102","4","2724","富驛-KY","954521.00","713847.00","240674.00","--","--","240674.00","196771.00","--","43903.00","22239.00","66142.00","15059.00","51083.00","--","--","51083.00","19758.00","--","70841.00","51083.00","--","--","70841.00","--","--","1.54"
"110/05/29","102","4","2726","雅茗-KY","1495613.00","757789.00","737824.00","--","--","737824.00","632315.00","--","105509.00","4640.00","110149.00","41069.00","69080.00","--","--","69080.00","18009.00","--","87089.00","70464.00","--","-1384.00","88408.00","--","-1319.00","3.07"
"110/05/29","102","4","2729","瓦城","2307373.00","1088926.00","1218447.00","--","--","1218447.00","936951.00","--","281496.00","14544.00","296040.00","51669.00","244371.00","--","--","244371.00","2566.00","--","246937.00","244371.00","--","--","246937.00","--","--","10.50"
"110/05/29","102","4","2732","六角","1153700.00","428138.00","725562.00","--","133.00","725695.00","529099.00","-4312.00","192284.00","-5434.00","186850.00","45919.00","140931.00","--","--","140931.00","-14385.00","--","126546.00","134641.00","--","6290.00","126510.00","--","36.00","7.17"
"110/05/29","102","4","2734","易飛網","1489914.00","1287328.00","202586.00","--","--","202586.00","156297.00","--","46289.00","8779.00","55068.00","-564.00","55632.00","--","--","55632.00","18.00","--","55650.00","55632.00","--","0.00","55650.00","--","0.00","3.01"
"110/05/29","102","4","2736","高野","585826.00","242344.00","343482.00","--","--","343482.00","228230.00","--","115252.00","-6759.00","108493.00","21958.00","86535.00","--","--","86535.00","--","--","86535.00","86535.00","--","0.00","86535.00","--","0.00","2.86"
"110/05/29","102","4","2916","滿心","1335562.00","744473.00","591089.00","--","--","591089.00","559372.00","--","31717.00","25453.00","57170.00","10242.00","46928.00","--","--","46928.00","-1108.00","--","45820.00","46928.00","--","--","45820.00","--","--","0.86"
"110/05/29","102","4","2924","東凌-KY","1539049.00","551583.00","987466.00","--","--","987466.00","814716.00","--","172750.00","23398.00","196148.00","63873.00","132275.00","--","--","132275.00","35465.00","--","167740.00","132275.00","--","--","167740.00","--","--","4.16"
"110/05/29","102","4","2926","誠品生活","3454191.00","1986396.00","1467795.00","--","--","1467795.00","1161784.00","--","306011.00","45387.00","351398.00","50172.00","301226.00","--","--","301226.00","14297.00","--","315523.00","301226.00","--","--","315523.00","--","--","6.72"
"110/05/29","102","4","3064","泰偉","243922.00","156761.00","87161.00","--","--","87161.00","262194.00","--","-175033.00","149048.00","-25985.00","6619.00","-32604.00","--","--","-32604.00","13652.00","--","-18952.00","-32350.00","--","-254.00","-18658.00","--","-294.00","-0.45"
"110/05/29","102","4","3066","李洲","628100.00","630152.00","-2052.00","--","--","-2052.00","208724.00","--","-210776.00","-55601.00","-266377.00","56795.00","-323172.00","--","--","-323172.00","21537.00","--","-301635.00","-226104.00","--","-97068.00","-210633.00","--","-91002.00","-1.50"
"110/05/29","102","4","3067","全域","381037.00","313772.00","67265.00","--","--","67265.00","107704.00","--","-40439.00","-1183.00","-41622.00","980.00","-42602.00","--","--","-42602.00","12209.00","--","-30393.00","-42602.00","--","--","-30393.00","--","--","-1.47"
"110/05/29","102","4","3071","協禧","2944165.00","2534894.00","409271.00","--","--","409271.00","508530.00","--","-99259.00","-27946.00","-127205.00","38328.00","-165533.00","6.00","--","-165527.00","71186.00","--","-94341.00","-165624.00","--","97.00","-88980.00","--","-5361.00","-1.06"
"110/05/29","102","4","3073","天方能源","150725.00","124548.00","26177.00","--","--","26177.00","82527.00","--","-56350.00","59705.00","3355.00","-428.00","3783.00","--","--","3783.00","4023.00","--","7806.00","3783.00","--","--","7806.00","--","--","0.16"
"110/05/29","102","4","3078","僑威","5191057.00","4385721.00","805336.00","0.00","0.00","805336.00","533521.00","--","271815.00","41555.00","313370.00","62582.00","250788.00","0.00","--","250788.00","77110.00","--","327898.00","250788.00","--","--","327898.00","--","--","1.10"
"110/05/29","102","4","3083","網龍","696814.00","42210.00","654604.00","0.00","0.00","654604.00","706031.00","--","-51427.00","22021.00","-29406.00","4796.00","-34202.00","--","--","-34202.00","3819.00","--","-30383.00","-34202.00","--","--","-30383.00","--","--","-0.40"
"110/05/29","102","4","3085","新零售","439923.00","309868.00","130055.00","--","--","130055.00","166110.00","--","-36055.00","29592.00","-6463.00","1544.00","-8007.00","--","--","-8007.00","19404.00","--","11397.00","-5335.00","--","-2672.00","14069.00","--","-2672.00","-0.07"
"110/05/29","102","4","3086","華義","628650.00","393423.00","235227.00","--","--","235227.00","348498.00","--","-113271.00","2052.00","-111219.00","594.00","-111813.00","--","--","-111813.00","27389.00","--","-84424.00","-97818.00","--","-13995.00","-70429.00","--","-13995.00","-1.33"
"110/05/29","102","4","3088","艾訊","3690911.00","2397803.00","1293108.00","--","--","1293108.00","946377.00","--","346731.00","21416.00","368147.00","86259.00","281888.00","--","--","281888.00","12400.00","--","294288.00","268817.00","--","13071.00","281147.00","--","13141.00","3.47"
"110/05/29","102","4","3089","元炬","307013.00","276476.00","30537.00","--","--","30537.00","80894.00","--","-50357.00","-12850.00","-63207.00","2789.00","-65996.00","--","--","-65996.00","12427.00","--","-53569.00","-65826.00","--","-170.00","-53399.00","--","-170.00","-1.24"
"110/05/29","102","4","3093","港建","940815.00","569963.00","370852.00","--","--","370852.00","277970.00","--","92882.00","28562.00","121444.00","20894.00","100550.00","--","--","100550.00","12897.00","--","113447.00","98792.00","--","1758.00","109462.00","--","3985.00","2.72"
"110/05/29","102","4","3095","及成","5351298.00","5091513.00","259785.00","--","--","259785.00","731485.00","--","-471700.00","-533672.00","-1005372.00","43337.00","-1048709.00","--","--","-1048709.00","79556.00","--","-969153.00","-1022829.00","--","-25880.00","-951060.00","--","-18093.00","-4.63"
"110/05/29","102","4","3105","穩懋","10481303.00","7249118.00","3232185.00","--","--","3232185.00","1122570.00","--","2109615.00","102780.00","2212395.00","400885.00","1811510.00","--","--","1811510.00","262888.00","--","2074398.00","1811510.00","--","--","2074398.00","--","--","2.40"
"110/05/29","102","4","3114","好德","1404647.00","1245520.00","159127.00","--","--","159127.00","142539.00","--","16588.00","21091.00","37679.00","5136.00","32543.00","--","--","32543.00","48793.00","--","81336.00","32543.00","--","0.00","81336.00","--","0.00","0.67"
"110/05/29","102","4","3115","寶島極","673048.00","587181.00","85867.00","--","--","85867.00","56880.00","--","28987.00","8591.00","37578.00","1673.00","35905.00","--","--","35905.00","8423.00","--","44328.00","35905.00","--","--","44328.00","--","--","0.82"
"110/05/29","102","4","3118","進階","528973.00","338123.00","190850.00","--","--","190850.00","116089.00","--","74761.00","2640.00","77401.00","12794.00","64607.00","--","--","64607.00","-555.00","--","64052.00","--","--","--","--","--","--","1.99"
"110/05/29","102","4","3122","笙泉","544960.00","346157.00","198803.00","--","--","198803.00","161437.00","--","37366.00","7559.00","44925.00","5174.00","39751.00","--","--","39751.00","1761.00","--","41512.00","39899.00","--","-148.00","41660.00","--","-148.00","1.18"
"110/05/29","102","4","3128","昇銳","898399.00","758721.00","139678.00","--","--","139678.00","142346.00","--","-2668.00","11421.00","8753.00","5367.00","3386.00","--","--","3386.00","-82.00","--","3304.00","3441.00","--","-55.00","2790.00","--","514.00","0.08"
"110/05/29","102","4","3131","弘塑","2278751.00","1274149.00","1004602.00","--","--","1004602.00","407669.00","--","596933.00","12732.00","609665.00","110217.00","499448.00","--","--","499448.00","-3351.00","--","496097.00","499448.00","--","--","496097.00","--","--","20.30"
"110/05/29","102","4","3141","晶宏","904127.00","512197.00","391930.00","--","--","391930.00","336213.00","--","55717.00","14002.00","69719.00","14399.00","55320.00","--","--","55320.00","2064.00","--","57384.00","55320.00","--","--","57384.00","--","--","0.63"
"110/05/29","102","4","3144","新揚科","1556661.00","1145264.00","411397.00","--","--","411397.00","187257.00","--","224140.00","15517.00","239657.00","17035.00","222622.00","--","--","222622.00","21986.00","--","244608.00","218285.00","--","4337.00","236747.00","--","7861.00","2.17"
"110/05/29","102","4","3147","大綜","2052794.00","1801135.00","251659.00","--","--","251659.00","192357.00","--","59302.00","-11762.00","47540.00","7744.00","39796.00","--","--","39796.00","-190.00","--","39606.00","39796.00","--","--","39606.00","--","--","1.47"
"110/05/29","102","4","3152","璟德","1290457.00","634465.00","655992.00","--","--","655992.00","174958.00","--","481034.00","28945.00","509979.00","34709.00","475270.00","--","--","475270.00","145.00","--","475415.00","--","--","--","--","--","--","6.89"
"110/05/29","102","4","3162","精確","794006.00","740981.00","53025.00","--","--","53025.00","137921.00","--","-84896.00","7810.00","-77086.00","-11615.00","-65471.00","--","--","-65471.00","28071.00","--","-37400.00","-65471.00","0.00","0.00","-37400.00","--","0.00","-1.16"
"110/05/29","102","4","3163","波若威","2308613.00","1772247.00","536366.00","--","--","536366.00","200732.00","--","335634.00","72408.00","408042.00","17605.00","390437.00","--","--","390437.00","30219.00","--","420656.00","391167.00","--","-730.00","421189.00","--","-533.00","5.66"
"110/05/29","102","4","3169","亞信","580325.00","323739.00","256586.00","--","--","256586.00","153144.00","--","103442.00","7402.00","110844.00","8252.00","102592.00","--","--","102592.00","13768.00","--","116360.00","--","--","--","--","--","--","2.01"
"110/05/29","102","4","3171","新洲","537923.00","463355.00","74568.00","--","--","74568.00","124818.00","--","-50250.00","83512.00","33262.00","3015.00","30247.00","--","--","30247.00","2888.00","--","33135.00","30247.00","--","--","33135.00","--","--","0.61"
"110/05/29","102","4","3176","基亞","72980.00","32783.00","40197.00","--","--","40197.00","631107.00","--","-590910.00","50398.00","-540512.00","-138488.00","-402024.00","--","--","-402024.00","4565.00","--","-397459.00","-364391.00","--","-37633.00","-359826.00","--","-37633.00","-2.79"
"110/05/29","102","4","3178","公準","840992.00","665761.00","175231.00","--","--","175231.00","126062.00","--","49169.00","-7650.00","41519.00","9162.00","32357.00","--","--","32357.00","6389.00","--","38746.00","33324.00","--","-967.00","39089.00","--","-343.00","0.95"
"110/05/29","102","4","3188","鑫龍騰","313580.00","255293.00","58287.00","--","--","58287.00","112476.00","--","-54189.00","4327.00","-49862.00","-2767.00","-47095.00","--","--","-47095.00","1105.00","--","-45990.00","-47095.00","--","--","-45990.00","--","--","-1.04"
"110/05/29","102","4","3191","和進","763451.00","683315.00","80136.00","--","--","80136.00","125726.00","--","-45590.00","139263.00","93673.00","7848.00","85825.00","--","--","85825.00","13469.00","--","99294.00","85825.00","--","--","99294.00","--","--","1.57"
"110/05/29","102","4","3202","樺晟","2029719.00","1889781.00","139938.00","0.00","--","139938.00","262175.00","--","-122237.00","-37691.00","-159928.00","5743.00","-165671.00","--","--","-165671.00","37973.00","--","-127698.00","-130292.00","--","-35379.00","-92772.00","--","-34926.00","-1.82"
"110/05/29","102","4","3205","佰研","295415.00","210961.00","84454.00","--","--","84454.00","112580.00","--","-28126.00","28296.00","170.00","-457.00","627.00","-67.00","--","560.00","550.00","--","1110.00","560.00","--","--","1110.00","--","0.00","0.02"
"110/05/29","102","4","3206","志豐","1063709.00","832375.00","231334.00","--","--","231334.00","227540.00","--","3794.00","22415.00","26209.00","5785.00","20424.00","--","--","20424.00","20605.00","--","41029.00","20424.00","0.00","0.00","41029.00","0.00","0.00","0.50"
"110/05/29","102","4","3207","耀勝","1065157.00","971259.00","93898.00","--","--","93898.00","167698.00","0.00","-73800.00","-5207.00","-79007.00","-7348.00","-71659.00","--","--","-71659.00","19535.00","--","-52124.00","-71115.00","--","-544.00","-51658.00","--","-466.00","-1.86"
"110/05/29","102","4","3211","順達","25936030.00","24433508.00","1502522.00","--","--","1502522.00","676958.00","--","825564.00","310574.00","1136138.00","300473.00","835665.00","--","--","835665.00","253285.00","--","1088950.00","835665.00","--","--","1088950.00","--","--","5.50"
"110/05/29","102","4","3213","茂訊","1952221.00","1509312.00","442909.00","1821.00","--","441088.00","239804.00","--","201284.00","39149.00","240433.00","47804.00","192629.00","--","--","192629.00","4683.00","--","197312.00","--","--","--","--","--","--","3.28"
"110/05/29","102","4","3217","優群","1512256.00","1138018.00","374238.00","--","--","374238.00","282126.00","--","92112.00","29819.00","121931.00","26008.00","95923.00","--","--","95923.00","102269.00","--","198192.00","95926.00","--","-3.00","198195.00","--","-3.00","1.14"
"110/05/29","102","4","3218","大學光","916311.00","399418.00","516893.00","--","--","516893.00","427145.00","--","89748.00","11671.00","101419.00","14937.00","86482.00","--","--","86482.00","1453.00","--","87935.00","86482.00","--","0.00","87935.00","--","0.00","1.31"
"110/05/29","102","4","3219","倚強科","223540.00","140339.00","83201.00","--","--","83201.00","84237.00","--","-1036.00","2334.00","1298.00","0.00","1298.00","--","--","1298.00","3407.00","--","4705.00","1298.00","--","--","4705.00","--","--","0.06"
"110/05/29","102","4","3221","台嘉碩","1628661.00","1356400.00","272261.00","--","--","272261.00","202175.00","--","70086.00","43639.00","113725.00","18635.00","95090.00","--","--","95090.00","25965.00","--","121055.00","94898.00","--","192.00","120750.00","--","305.00","1.13"
"110/05/29","102","4","3224","三顧","2127591.00","1908419.00","219172.00","--","--","219172.00","215992.00","--","3180.00","4209.00","7389.00","1472.00","5917.00","--","--","5917.00","3752.00","--","9669.00","5917.00","--","--","9669.00","--","--","0.20"
"110/05/29","102","4","3226","至寶電","654691.00","537504.00","117187.00","--","--","117187.00","102236.00","--","14951.00","8466.00","23417.00","24.00","23393.00","--","--","23393.00","4672.00","--","28065.00","25139.00","--","-1746.00","29811.00","--","-1746.00","0.39"
"110/05/29","102","4","3227","原相","4628579.00","2687634.00","1940945.00","0.00","0.00","1940945.00","1694565.00","--","246380.00","67476.00","313856.00","45760.00","268096.00","--","--","268096.00","85.00","--","268181.00","262081.00","--","6015.00","262166.00","--","6015.00","2.06"
"110/05/29","102","4","3228","金麗科","264780.00","85391.00","179389.00","--","--","179389.00","233143.00","--","-53754.00","3123.00","-50631.00","-1050.00","-49581.00","--","--","-49581.00","-5335.00","--","-54916.00","--","--","--","--","--","--","-0.83"
"110/05/29","102","4","3230","錦明","2077018.00","1900261.00","176757.00","--","--","176757.00","274053.00","3303.00","-93993.00","109108.00","15115.00","-565.00","15680.00","--","--","15680.00","85850.00","--","101530.00","21174.00","--","-5494.00","95640.00","--","5890.00","0.20"
"110/05/29","102","4","3232","昱捷","1007129.00","880445.00","126684.00","--","--","126684.00","91239.00","--","35445.00","-4620.00","30825.00","2462.00","28363.00","--","--","28363.00","3721.00","--","32084.00","28363.00","--","--","32084.00","--","--","0.90"
"110/05/29","102","4","3234","光環","2013769.00","1648784.00","364985.00","--","--","364985.00","248704.00","--","116281.00","884.00","117165.00","20489.00","96676.00","--","--","96676.00","9408.00","--","106084.00","96676.00","--","--","106084.00","--","--","0.98"
"110/05/29","102","4","3236","千如","1566606.00","1350613.00","215993.00","--","--","215993.00","215820.00","--","173.00","11138.00","11311.00","6545.00","4766.00","--","--","4766.00","5250.00","--","10016.00","1951.00","--","2815.00","10199.00","--","-183.00","0.03"
"110/05/29","102","4","3252","海灣","315272.00","226394.00","88878.00","--","--","88878.00","39428.00","--","49450.00","-48183.00","1267.00","1150.00","117.00","0.00","0.00","117.00","--","--","117.00","--","--","--","--","--","--","0.01"
"110/05/29","102","4","3259","鑫創","575524.00","397061.00","178463.00","--","--","178463.00","271691.00","0.00","-93228.00","2891.00","-90337.00","-4441.00","-85896.00","--","--","-85896.00","-3553.00","--","-89449.00","-85896.00","0.00","0.00","-89449.00","0.00","0.00","-1.35"
"110/05/29","102","4","3260","威剛","33519816.00","29345771.00","4174045.00","--","--","4174045.00","1803017.00","--","2371028.00","165474.00","2536502.00","549063.00","1987439.00","--","--","1987439.00","130151.00","--","2117590.00","1987439.00","--","--","2117590.00","--","--","9.08"
"110/05/29","102","4","3264","欣銓","5001187.00","3546755.00","1454432.00","--","--","1454432.00","455381.00","--","999051.00","5380.00","1004431.00","162337.00","842094.00","--","--","842094.00","10839.00","--","852933.00","842094.00","--","--","852933.00","--","--","1.87"
"110/05/29","102","4","3265","台星科","1466024.00","764178.00","701846.00","--","--","701846.00","105960.00","61633.00","657519.00","16800.00","674319.00","126701.00","547618.00","--","--","547618.00","-702.00","--","546916.00","--","--","--","--","--","--","4.02"
"110/05/29","102","4","3268","海德威","752356.00","677206.00","75150.00","--","--","75150.00","91278.00","--","-16128.00","-1631.00","-17759.00","27.00","-17786.00","--","--","-17786.00","3501.00","--","-14285.00","-17786.00","--","0.00","-14285.00","--","0.00","-0.58"
"110/05/29","102","4","3272","東碩","2441257.00","1873537.00","567720.00","--","--","567720.00","378076.00","--","189644.00","4257.00","193901.00","49925.00","143976.00","--","--","143976.00","10954.00","--","154930.00","143976.00","--","--","154930.00","--","--","5.32"
"110/05/29","102","4","3276","宇環","827311.00","735316.00","91995.00","--","--","91995.00","60249.00","--","31746.00","-31152.00","594.00","0.00","594.00","--","--","594.00","10526.00","--","11120.00","--","--","--","--","--","--","0.01"
